cnpj,razao_social,cod_acao_reduzido,cod_acao,dt_abertura,matriz_empresa,endereco_municipio,endereco_uf,endereco_regiao,situacao_cadastral,optante_simples,optante_simei,dt_carga
30219187000180,NI,NI,NI,2018-04-17 00:00:00,true,DIVINOPOLIS,MG,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
30219407000175,NI,NI,NI,2018-04-17 00:00:00,true,SAO JOAO DE MERITI,RJ,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
30222374000112,NI,NI,NI,2018-04-17 00:00:00,true,MARINGA,PR,SUL,ATIVA,NI,NI,2023-06-01 17:20:11
30225347000101,NI,NI,NI,2018-04-17 00:00:00,true,INHUMAS,GO,CENTRO-OESTE,ATIVA,NI,NI,2023-06-01 17:20:11
30225914000111,NI,NI,NI,2018-04-18 00:00:00,true,RIO DE JANEIRO,RJ,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
30234505000181,NI,NI,NI,2018-04-18 00:00:00,true,RIO DAS PEDRAS,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
30240063000186,NI,NI,NI,1978-04-05 00:00:00,true,PETROPOLIS,RJ,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
30247982000181,NI,NI,NI,2018-04-19 00:00:00,true,BURITIRAMA,BA,NORDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
30249202000132,NI,NI,NI,2018-04-19 00:00:00,true,SALVADOR,BA,NORDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
30256928000100,NI,NI,NI,2018-04-20 00:00:00,true,LAPA,PR,SUL,ATIVA,NI,NI,2023-06-01 17:20:11
30259817000140,NI,NI,NI,2018-04-20 00:00:00,true,EXTREMA,MG,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
30260162000120,NI,NI,NI,2018-04-20 00:00:00,true,SAO PAULO,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
30267067000158,NI,NI,NI,2018-04-21 00:00:00,true,CARIACICA,ES,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
30267536000139,NI,NI,NI,2018-04-21 00:00:00,true,HORTOLANDIA,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
30267564000156,NI,NI,NI,2018-04-21 00:00:00,true,CAMPO GRANDE,MS,CENTRO-OESTE,ATIVA,NI,NI,2023-06-01 17:20:11
30269318000133,NI,NI,NI,2018-04-23 00:00:00,true,ROLANDIA,PR,SUL,ATIVA,NI,NI,2023-06-01 17:20:11
30274156000121,NI,NI,NI,2018-04-23 00:00:00,true,RECIFE,PE,NORDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
30282484000170,NI,NI,NI,2018-04-24 00:00:00,true,CAMPO GRANDE,MS,CENTRO-OESTE,ATIVA,NI,NI,2023-06-01 17:20:11
30283932000150,NI,NI,NI,2018-04-24 00:00:00,true,JUIZ DE FORA,MG,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
30288672000105,NI,NI,NI,2018-04-24 00:00:00,true,CUIABA,MT,CENTRO-OESTE,ATIVA,NI,NI,2023-06-01 17:20:11
30294473000100,NI,NI,NI,2018-04-25 00:00:00,true,SANTA LUZIA,MA,NORDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
30298670000105,NI,NI,NI,2018-04-25 00:00:00,true,TIMOTEO,MG,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
30299624000112,NI,NI,NI,2018-04-25 00:00:00,true,DESCALVADO,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
30301775000168,NI,NI,NI,2018-04-25 00:00:00,true,SAO SEBASTIAO,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
30306095000137,NI,NI,NI,2018-04-26 00:00:00,true,SAO PAULO,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
30306294000145,BTGP BANCO,BPAC,"BPAC11, BPAC3, BPAC5",1979-06-05 00:00:00,true,RIO DE JANEIRO,RJ,SUDESTE,ATIVA,false,false,2023-06-01 17:20:11
30311166000190,NI,NI,NI,2018-04-26 00:00:00,true,BRASILIA,DF,CENTRO-OESTE,ATIVA,NI,NI,2023-06-01 17:20:11
30311251000158,NI,NI,NI,2018-04-26 00:00:00,true,AVARE,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
30311570000163,NI,NI,NI,2018-04-26 00:00:00,true,BOM SUCESSO DO SUL,PR,SUL,ATIVA,NI,NI,2023-06-01 17:20:11
30326944000114,NI,NI,NI,2018-04-28 00:00:00,true,ANGRA DOS REIS,RJ,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
30327992000127,NI,NI,NI,2018-04-29 00:00:00,true,MACEIO,AL,NORDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
30336230000197,NI,NI,NI,2018-05-01 00:00:00,true,GRAVATAI,RS,SUL,ATIVA,NI,NI,2023-06-01 17:20:11
30340218000156,NI,NI,NI,2018-05-02 00:00:00,true,PAULO AFONSO,BA,NORDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
30349451000108,NI,NI,NI,2018-05-02 00:00:00,true,CAPAO DA CANOA,RS,SUL,ATIVA,NI,NI,2023-06-01 17:20:11
30350764000178,NI,NI,NI,2018-05-03 00:00:00,true,TUPASSI,PR,SUL,ATIVA,NI,NI,2023-06-01 17:20:11
30351360000107,NI,NI,NI,2018-05-03 00:00:00,true,BRASILIA,DF,CENTRO-OESTE,ATIVA,NI,NI,2023-06-01 17:20:11
30352088000171,NI,NI,NI,2018-05-03 00:00:00,true,SAO CARLOS,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
30356917000194,NI,NI,NI,2018-05-03 00:00:00,true,IRATI,PR,SUL,ATIVA,NI,NI,2023-06-01 17:20:11
30358353000129,NI,NI,NI,2018-05-03 00:00:00,true,SAO LUIS,MA,NORDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
30364769004309,NI,NI,NI,2021-04-05 00:00:00,false,UBERLANDIA,MG,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
30365989000106,NI,NI,NI,2018-05-04 00:00:00,true,BELEM,PA,NORTE,ATIVA,NI,NI,2023-06-01 17:20:11
30370904000170,NI,NI,NI,2018-05-04 00:00:00,true,RUY BARBOSA,BA,NORDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
30372305000195,NI,NI,NI,2018-05-04 00:00:00,true,PONTE NOVA,MG,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
30376094000169,NI,NI,NI,2018-05-05 00:00:00,true,UBERLANDIA,MG,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
30378205000176,NI,NI,NI,2018-05-07 00:00:00,true,SANTA CRUZ,RN,NORDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
30384149000182,NI,NI,NI,2018-05-07 00:00:00,true,PINHAO,PR,SUL,ATIVA,NI,NI,2023-06-01 17:20:11
30386303000155,NI,NI,NI,2018-05-07 00:00:00,true,MORRINHOS,GO,CENTRO-OESTE,ATIVA,NI,NI,2023-06-01 17:20:11
30386793000190,NI,NI,NI,2018-05-07 00:00:00,true,CAMPINAS,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
30398380000125,NI,NI,NI,2018-05-08 00:00:00,true,OURO BRANCO,AL,NORDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
30416891000122,NI,NI,NI,2018-05-10 00:00:00,true,LAGOA REAL,BA,NORDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
30424946000146,NI,NI,NI,2018-05-10 00:00:00,true,NOVA IGUACU,RJ,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
30432840000194,NI,NI,NI,2018-05-11 00:00:00,true,ARAGUAINA,TO,NORTE,ATIVA,NI,NI,2023-06-01 17:20:11
30451319000102,NI,NI,NI,2018-05-14 00:00:00,true,APARECIDA DE GOIANIA,GO,CENTRO-OESTE,ATIVA,NI,NI,2023-06-01 17:20:11
30455858000101,NI,NI,NI,2018-05-15 00:00:00,true,NITEROI,RJ,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
30467343000121,NI,NI,NI,2017-10-02 00:00:00,true,ANTAS,BA,NORDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
30468238000107,NI,NI,NI,2018-05-16 00:00:00,true,NOVO HORIZONTE,BA,NORDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
30473733000104,NI,NI,NI,2018-05-16 00:00:00,true,ASCURRA,SC,SUL,ATIVA,NI,NI,2023-06-01 17:20:11
30474810000140,NI,NI,NI,2018-05-16 00:00:00,true,RIO GRANDE,RS,SUL,ATIVA,NI,NI,2023-06-01 17:20:11
30479162000115,NI,NI,NI,2018-05-14 00:00:00,true,CURITIBA,PR,SUL,ATIVA,NI,NI,2023-06-01 17:20:11
30480494000110,NI,NI,NI,2018-04-25 00:00:00,true,SANTA CRUZ DO SUL,RS,SUL,ATIVA,NI,NI,2023-06-01 17:20:11
30486022000174,NI,NI,NI,2018-05-17 00:00:00,true,SAO PAULO,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
30494060000179,NI,NI,NI,2018-05-18 00:00:00,true,SERRA,ES,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
30497570000108,NI,NI,NI,2018-05-18 00:00:00,true,BRASILIA,DF,CENTRO-OESTE,ATIVA,NI,NI,2023-06-01 17:20:11
30499864000160,NI,NI,NI,2018-05-18 00:00:00,true,MONTES CLAROS,MG,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
30512215000152,NI,NI,NI,2018-05-21 00:00:00,true,SAO JOSE DO RIO PRETO,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
30513575000179,NI,NI,NI,2018-05-21 00:00:00,true,RESPLENDOR,MG,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
30515197000162,NI,NI,NI,2018-05-21 00:00:00,true,SAO PAULO,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
30518384000108,NI,NI,NI,2018-05-22 00:00:00,true,GURUPI,TO,NORTE,ATIVA,NI,NI,2023-06-01 17:20:11
30524316000143,NI,NI,NI,2018-05-22 00:00:00,true,MARICA,RJ,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
30525153000113,NI,NI,NI,2018-05-22 00:00:00,true,BELO HORIZONTE,MG,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
30525242000160,NI,NI,NI,2018-05-22 00:00:00,true,VITORIA DA CONQUISTA,BA,NORDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
30530598000191,NI,NI,NI,2018-05-23 00:00:00,true,RECIFE,PE,NORDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
30538019000157,NI,NI,NI,2018-05-23 00:00:00,true,VOTORANTIM,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
30538626000117,NI,NI,NI,2018-05-23 00:00:00,true,EXTREMOZ,RN,NORDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
30538948000166,NI,NI,NI,2018-05-23 00:00:00,true,RESERVA,PR,SUL,ATIVA,NI,NI,2023-06-01 17:20:11
30540991000166,HAGA S/A,HAGA,"HAGA3, HAGA4",1966-09-08 00:00:00,true,NOVA FRIBURGO,RJ,SUDESTE,ATIVA,false,false,2023-06-01 17:20:11
30541198000181,NI,NI,NI,2018-05-23 00:00:00,true,RIO DE JANEIRO,RJ,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
30542298000122,NI,NI,NI,2018-05-24 00:00:00,true,SAO PAULO,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
30544890000163,NI,NI,NI,2018-05-24 00:00:00,true,CACHOEIRA DO SUL,RS,SUL,ATIVA,NI,NI,2023-06-01 17:20:11
30548732000181,NI,NI,NI,2018-05-24 00:00:00,true,TRES BARRAS DO PARANA,PR,SUL,ATIVA,NI,NI,2023-06-01 17:20:11
30550774000157,NI,NI,NI,2018-05-24 00:00:00,true,CANOAS,RS,SUL,ATIVA,NI,NI,2023-06-01 17:20:11
30553023000194,NI,NI,NI,2018-05-25 00:00:00,true,SAO PAULO,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
30559657000154,NI,NI,NI,2018-05-25 00:00:00,true,SAO PAULO,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
30559961000100,NI,NI,NI,2018-05-25 00:00:00,true,SANTANA DA BOA VISTA,RS,SUL,ATIVA,NI,NI,2023-06-01 17:20:11
30574947000177,NI,NI,NI,2018-05-28 00:00:00,true,JOINVILLE,SC,SUL,ATIVA,NI,NI,2023-06-01 17:20:11
30576421000126,NI,NI,NI,2018-05-29 00:00:00,true,SAO PAULO,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
30577465000170,NI,NI,NI,2018-05-14 00:00:00,true,AMERICANA,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
30581096000190,NI,NI,NI,2018-05-29 00:00:00,true,ITAOCARA,RJ,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
30582959000143,NI,NI,NI,2018-05-29 00:00:00,true,SAO PAULO,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
30584591000152,NI,NI,NI,2018-05-29 00:00:00,true,SAO PAULO,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
30585454000132,NI,NI,NI,2018-05-29 00:00:00,true,SAO MATEUS,ES,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
30586003000110,NI,NI,NI,2018-05-30 00:00:00,true,CAMANDUCAIA,MG,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
30586696000140,NI,NI,NI,2018-05-30 00:00:00,true,SANTO ANTONIO DE JESUS,BA,NORDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
30587878000136,NI,NI,NI,2018-05-30 00:00:00,true,ARACAJU,SE,NORDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
30590287000118,NI,NI,NI,2018-05-30 00:00:00,true,SAO PAULO,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
30594651000118,NI,NI,NI,2018-05-30 00:00:00,true,CHAPECO,SC,SUL,ATIVA,NI,NI,2023-06-01 17:20:11
30598201000101,NI,NI,NI,2018-06-01 00:00:00,true,FLORIANOPOLIS,SC,SUL,ATIVA,NI,NI,2023-06-01 17:20:11
30602815000101,NI,NI,NI,2018-06-02 00:00:00,true,MEDIANEIRA,PR,SUL,ATIVA,NI,NI,2023-06-01 17:20:11
30612986000111,NI,NI,NI,2010-07-13 00:00:00,true,TANHACU,BA,NORDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
30617200000159,NI,NI,NI,2018-06-05 00:00:00,true,VIAMAO,RS,SUL,ATIVA,NI,NI,2023-06-01 17:20:11
30621285000149,NI,NI,NI,2018-06-05 00:00:00,true,SAO JOSE DA SAFIRA,MG,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
30626981000148,NI,NI,NI,2018-06-05 00:00:00,true,ZE DOCA,MA,NORDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
30627114000127,NI,NI,NI,2018-06-05 00:00:00,true,RIO DE JANEIRO,RJ,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
30628253000175,NI,NI,NI,2018-06-06 00:00:00,true,SAO PAULO,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
30628333000120,NI,NI,NI,1980-01-28 00:00:00,true,ITAGUAI,RJ,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
30629496000128,NI,NI,NI,2018-06-06 00:00:00,true,FORTALEZA,CE,NORDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
30629914000187,NI,NI,NI,2018-06-06 00:00:00,true,BELO HORIZONTE,MG,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
30634120000101,NI,NI,NI,2018-06-06 00:00:00,true,SAO PAULO,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
30634892000143,NI,NI,NI,2018-06-06 00:00:00,true,FAZENDA RIO GRANDE,PR,SUL,ATIVA,NI,NI,2023-06-01 17:20:11
30637624000185,NI,NI,NI,2018-06-06 00:00:00,true,BOTELHOS,MG,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
30638586000185,NI,NI,NI,2018-06-06 00:00:00,true,RIO DE JANEIRO,RJ,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
30642028000193,NI,NI,NI,2018-06-07 00:00:00,true,CAUCAIA,CE,NORDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
30647204000180,NI,NI,NI,2018-06-07 00:00:00,true,IARAS,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
30649563000176,NI,NI,NI,2018-06-07 00:00:00,true,BOM DESPACHO,MG,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
30662156000107,NI,NI,NI,2018-06-09 00:00:00,true,DUQUE DE CAXIAS,RJ,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
30668005000158,NI,NI,NI,2018-06-11 00:00:00,true,PALMAS,TO,NORTE,ATIVA,NI,NI,2023-06-01 17:20:11
30674498000139,NI,NI,NI,2018-06-11 00:00:00,true,BRUSQUE,SC,SUL,ATIVA,NI,NI,2023-06-01 17:20:11
30699446000117,NI,NI,NI,2018-06-14 00:00:00,true,SAO PAULO,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
30701476000110,NI,NI,NI,2018-04-06 00:00:00,true,SANTO ANDRE,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
30702277000127,NI,NI,NI,2018-06-14 00:00:00,true,TUPA,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
30708315000159,NI,NI,NI,2018-06-14 00:00:00,true,JABOATAO DOS GUARARAPES,PE,NORDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
30712255000300,NI,NI,NI,2018-09-10 00:00:00,false,NOVA CRIXAS,GO,CENTRO-OESTE,ATIVA,NI,NI,2023-06-01 17:20:11
30715318000110,NI,NI,NI,2018-06-15 00:00:00,true,SAO PAULO,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
30723257000132,NI,NI,NI,2018-06-18 00:00:00,true,PETROPOLIS,RJ,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
30723886000162,MODALMAIS,MODL,"MODL3, MODL4, MODL11",1980-07-29 00:00:00,true,RIO DE JANEIRO,RJ,SUDESTE,ATIVA,false,false,2023-06-01 17:20:11
30725075000109,NI,NI,NI,2018-06-18 00:00:00,true,CANELA,RS,SUL,ATIVA,NI,NI,2023-06-01 17:20:11
30734059000174,NI,NI,NI,2018-06-19 00:00:00,true,RIO DE JANEIRO,RJ,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
30736244000106,NI,NI,NI,2018-06-19 00:00:00,true,SAO PAULO,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
30740230000158,NI,NI,NI,2018-06-19 00:00:00,true,JUNDIAI,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
30742251000102,NI,NI,NI,2018-06-19 00:00:00,true,CURITIBA,PR,SUL,ATIVA,NI,NI,2023-06-01 17:20:11
30743214000119,NI,NI,NI,2018-06-20 00:00:00,true,GUARULHOS,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
30744295000171,NI,NI,NI,2018-06-20 00:00:00,true,SAO CAETANO DO SUL,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
30745894000100,NI,NI,NI,2018-06-20 00:00:00,true,NOVA IGUACU,RJ,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
30747447000190,NI,NI,NI,2018-06-20 00:00:00,true,TAILANDIA,PA,NORTE,ATIVA,NI,NI,2023-06-01 17:20:11
30750361000116,NI,NI,NI,2018-06-20 00:00:00,true,CANDEIAS,MG,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
30758462000133,NI,NI,NI,2018-06-21 00:00:00,true,OURINHOS,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
30762217000108,NI,NI,NI,2018-06-21 00:00:00,true,CAMPOS BELOS,GO,CENTRO-OESTE,ATIVA,NI,NI,2023-06-01 17:20:11
30765054000109,NI,NI,NI,2018-06-22 00:00:00,true,CONTAGEM,MG,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
30768540000180,NI,NI,NI,2018-06-22 00:00:00,true,UNAI,MG,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
30774755000104,NI,NI,NI,2018-06-25 00:00:00,true,SAO JOSE DOS PINHAIS,PR,SUL,ATIVA,NI,NI,2023-06-01 17:20:11
30789304000140,NI,NI,NI,2018-06-26 00:00:00,true,RIO DE JANEIRO,RJ,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
30792158000102,NI,NI,NI,2018-06-26 00:00:00,true,SAO PAULO,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
30794308000117,NI,NI,NI,2018-06-26 00:00:00,true,ARARANGUA,SC,SUL,ATIVA,NI,NI,2023-06-01 17:20:11
30796140000189,NI,NI,NI,2018-06-27 00:00:00,true,SALVADOR,BA,NORDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
30796582000125,NI,NI,NI,2018-06-27 00:00:00,true,ILHOTA,SC,SUL,ATIVA,NI,NI,2023-06-01 17:20:11
30797764000110,NI,NI,NI,2018-06-27 00:00:00,true,MUNDO NOVO,MS,CENTRO-OESTE,ATIVA,NI,NI,2023-06-01 17:20:11
30801357000130,NI,NI,NI,2018-06-27 00:00:00,true,AREAL,RJ,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
30802421000105,NI,NI,NI,2018-06-27 00:00:00,true,LAGES,SC,SUL,ATIVA,NI,NI,2023-06-01 17:20:11
30815166000127,NI,NI,NI,2018-06-29 00:00:00,true,APUCARANA,PR,SUL,ATIVA,NI,NI,2023-06-01 17:20:11
30818500000104,NI,NI,NI,2018-06-29 00:00:00,true,BELO HORIZONTE,MG,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
30821369000126,NI,NI,NI,2018-06-29 00:00:00,true,RIO DE JANEIRO,RJ,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
30823128000116,NI,NI,NI,2018-06-29 00:00:00,true,SAO PAULO,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
30827568000141,NI,NI,NI,2018-07-02 00:00:00,true,PLANALTINA,GO,CENTRO-OESTE,ATIVA,NI,NI,2023-06-01 17:20:11
30828444000180,NI,NI,NI,2018-07-02 00:00:00,true,MARAGOGI,AL,NORDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
30836408000169,NI,NI,NI,2018-07-03 00:00:00,true,PRAIA GRANDE,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
30838642000125,NI,NI,NI,2018-07-03 00:00:00,true,FLORES,PE,NORDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
30842634000152,NI,NI,NI,2018-07-03 00:00:00,true,SANTA RITA DE JACUTINGA,MG,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
30850186000139,NI,NI,NI,2018-07-04 00:00:00,true,CURITIBA,PR,SUL,ATIVA,NI,NI,2023-06-01 17:20:11
30851566000198,NI,NI,NI,2018-07-04 00:00:00,true,ROLANDIA,PR,SUL,ATIVA,NI,NI,2023-06-01 17:20:11
30852777000145,NI,NI,NI,2018-07-04 00:00:00,true,COLNIZA,MT,CENTRO-OESTE,ATIVA,NI,NI,2023-06-01 17:20:11
30853756000144,NI,NI,NI,2018-07-04 00:00:00,true,FRANCA,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
30853917000108,NI,NI,NI,2018-07-04 00:00:00,true,MARUIM,SE,NORDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
30868936000108,NI,NI,NI,2018-06-20 00:00:00,true,CAXIAS DO SUL,RS,SUL,ATIVA,NI,NI,2023-06-01 17:20:11
30870636000155,NI,NI,NI,2018-07-06 00:00:00,true,SAO PAULO,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
30871116000167,NI,NI,NI,2018-07-06 00:00:00,true,JUAZEIRO,BA,NORDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
30885740000113,NI,NI,NI,2018-07-09 00:00:00,true,HUMAITA,AM,NORTE,ATIVA,NI,NI,2023-06-01 17:20:11
30893573000152,NI,NI,NI,2018-07-10 00:00:00,true,CERQUEIRA CESAR,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
30902226000149,NI,NI,NI,2018-07-11 00:00:00,true,RIO GRANDE,RS,SUL,ATIVA,NI,NI,2023-06-01 17:20:11
30903022000122,NI,NI,NI,2018-07-11 00:00:00,true,CAREIRO DA VARZEA,AM,NORTE,ATIVA,NI,NI,2023-06-01 17:20:11
30909503000145,NI,NI,NI,2018-07-12 00:00:00,true,GOVERNADOR VALADARES,MG,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
30911065000311,NI,NI,NI,2019-12-13 00:00:00,false,ROLIM DE MOURA,RO,NORTE,ATIVA,NI,NI,2023-06-01 17:20:11
30914008000124,NI,NI,NI,2018-07-12 00:00:00,true,SOROCABA,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
30916099000137,NI,NI,NI,2018-07-12 00:00:00,true,JUAZEIRO DO NORTE,CE,NORDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
30925511000185,NI,NI,NI,2018-07-13 00:00:00,true,PELOTAS,RS,SUL,ATIVA,NI,NI,2023-06-01 17:20:11
30933807000148,NI,NI,NI,2018-07-16 00:00:00,true,TRES CORACOES,MG,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
30935542000117,NI,NI,NI,2018-07-16 00:00:00,true,SAO JOSE DO RIO PARDO,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
30937555000125,NI,NI,NI,2018-07-16 00:00:00,true,JEQUIE,BA,NORDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
30937891000178,NI,NI,NI,2018-07-16 00:00:00,true,VARGEM GRANDE PAULISTA,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
30938859000107,NI,NI,NI,2018-07-13 00:00:00,true,RIO DE JANEIRO,RJ,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
30947427000162,NI,NI,NI,2018-07-17 00:00:00,true,COMENDADOR LEVY GASPARIAN,RJ,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
30947947000175,NI,NI,NI,2018-07-17 00:00:00,true,FORTALEZA,CE,NORDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
30950130000156,NI,NI,NI,2018-07-17 00:00:00,true,ITAI,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
30953519000155,NI,NI,NI,2018-07-17 00:00:00,true,ARAPIRACA,AL,NORDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
30961446000143,NI,NI,NI,2018-07-18 00:00:00,true,SAO PAULO,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
30962384000194,NI,NI,NI,2018-07-18 00:00:00,true,ALEGRE,ES,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
30963274000147,NI,NI,NI,2018-07-18 00:00:00,true,SOROCABA,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
30963764000143,NI,NI,NI,2018-07-18 00:00:00,true,CACEQUI,RS,SUL,ATIVA,NI,NI,2023-06-01 17:20:11
