cnpj,razao_social,cod_acao_reduzido,cod_acao,dt_abertura,matriz_empresa,endereco_municipio,endereco_uf,endereco_regiao,situacao_cadastral,optante_simples,optante_simei,dt_carga
08577557000100,NI,NI,NI,2007-01-10 00:00:00,true,PORANGABA,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
08579728000121,NI,NI,NI,2007-01-08 00:00:00,true,ILHA SOLTEIRA,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
08580872000188,NI,NI,NI,2007-01-11 00:00:00,true,SAO PAULO,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
08589242000174,NI,NI,NI,2007-01-16 00:00:00,true,MONTES CLAROS,MG,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
08590414000120,NI,NI,NI,2007-01-11 00:00:00,true,LENCOIS PAULISTA,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
08592348000399,NI,NI,NI,2007-01-31 00:00:00,false,RIOLANDIA,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
08599388000109,NI,NI,NI,2007-01-22 00:00:00,true,POTIRENDABA,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
08610386000165,NI,NI,NI,2007-01-15 00:00:00,true,SAO PAULO,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
08613550000198,BR BROKERS,BBRK,BBRK3,2007-01-22 00:00:00,true,SAO PAULO,SP,SUDESTE,ATIVA,false,false,2023-06-01 17:20:11
08614508000191,NI,NI,NI,2007-01-24 00:00:00,true,LIMEIRA,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
08615022006532,NI,NI,NI,2009-06-15 00:00:00,false,ADAMANTINA,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
08615159000122,NI,NI,NI,2007-01-31 00:00:00,true,SAO JOSE DO CERRITO,SC,SUL,ATIVA,NI,NI,2023-06-01 17:20:11
08615547000103,NI,NI,NI,2007-01-25 00:00:00,true,MIRACATU,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
08619954000270,NI,NI,NI,2010-12-08 00:00:00,false,SAO PAULO,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
08622684000175,NI,NI,NI,2007-01-26 00:00:00,true,ALVARES MACHADO,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
08650288000232,NI,NI,NI,2020-02-29 00:00:00,false,BRAUNA,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
08664361000144,NI,NI,NI,2006-11-09 00:00:00,true,IJUI,RS,SUL,ATIVA,NI,NI,2023-06-01 17:20:11
08673772000104,NI,NI,NI,2007-02-27 00:00:00,true,DIVINOPOLIS,MG,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
08676859000127,NI,NI,NI,2007-02-08 00:00:00,true,HUMAITA,RS,SUL,ATIVA,NI,NI,2023-06-01 17:20:11
08686492000122,NI,NI,NI,2007-02-23 00:00:00,true,GASPAR,SC,SUL,ATIVA,NI,NI,2023-06-01 17:20:11
08691733000121,NI,NI,NI,2007-02-28 00:00:00,true,SAO BENTO ABADE,MG,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
08700497000162,NI,NI,NI,2007-03-15 00:00:00,true,PARAGUACU PAULISTA,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
08700891000109,NI,NI,NI,2007-02-28 00:00:00,true,TAQUARA,RS,SUL,ATIVA,NI,NI,2023-06-01 17:20:11
08701244000103,NI,NI,NI,2006-12-15 00:00:00,true,CAMPO GRANDE,MS,CENTRO-OESTE,ATIVA,NI,NI,2023-06-01 17:20:11
08709715000200,NI,NI,NI,2021-04-03 00:00:00,false,MONTE CASTELO,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
08712664000195,NI,NI,NI,2007-03-14 00:00:00,true,APIAI,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
08712980000167,NI,NI,NI,2007-03-21 00:00:00,true,ARACATUBA,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
08713351000151,NI,NI,NI,2007-03-09 00:00:00,true,SAO PAULO,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
08713615000177,NI,NI,NI,2007-03-21 00:00:00,true,CAMPO GRANDE,MS,CENTRO-OESTE,ATIVA,NI,NI,2023-06-01 17:20:11
08718873000146,NI,NI,NI,2007-03-09 00:00:00,true,PORTO ALEGRE,RS,SUL,ATIVA,NI,NI,2023-06-01 17:20:11
08725274000150,NI,NI,NI,2007-03-26 00:00:00,true,TRES CORACOES,MG,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
08726367000107,NI,NI,NI,2007-02-16 00:00:00,true,CURITIBA,PR,SUL,ATIVA,NI,NI,2023-06-01 17:20:11
08731454000144,NI,NI,NI,2007-03-23 00:00:00,true,CAXIAS DO SUL,RS,SUL,ATIVA,NI,NI,2023-06-01 17:20:11
08732130000120,NI,NI,NI,2007-02-05 00:00:00,true,LAGOINHA,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
08732514000143,NI,NI,NI,2007-03-29 00:00:00,true,TAQUARI,RS,SUL,ATIVA,NI,NI,2023-06-01 17:20:11
08737434000180,NI,NI,NI,2007-03-29 00:00:00,true,CUIABA,MT,CENTRO-OESTE,ATIVA,NI,NI,2023-06-01 17:20:11
08738178000146,NI,NI,NI,2007-03-27 00:00:00,true,SAO PAULO,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
08739001000164,NI,NI,NI,2007-03-15 00:00:00,true,CAPAO DA CANOA,RS,SUL,ATIVA,NI,NI,2023-06-01 17:20:11
08750568000131,NI,NI,NI,2007-04-02 00:00:00,true,INDAIATUBA,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
08759654000105,NI,NI,NI,2004-04-15 00:00:00,true,CUBATAO,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
08764621000153,GENERALSHOPP,GSHP,GSHP3,2007-03-30 00:00:00,true,SAO PAULO,SP,SUDESTE,ATIVA,false,false,2023-06-01 17:20:11
08772912000193,NI,NI,NI,2007-04-18 00:00:00,true,ANHUMAS,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
08772920000210,NI,NI,NI,2011-06-10 00:00:00,false,ITABERA,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
08784957000188,NI,NI,NI,2007-04-26 00:00:00,true,NOVA ANDRADINA,MS,CENTRO-OESTE,ATIVA,NI,NI,2023-06-01 17:20:11
08795211000170,MAESTROLOC,MSRO,MSRO3,2007-04-05 00:00:00,true,EMBU DAS ARTES,SP,SUDESTE,ATIVA,false,false,2023-06-01 17:20:11
08797083000101,NI,NI,NI,2007-04-26 00:00:00,true,BOM JESUS DE GOIAS,GO,CENTRO-OESTE,ATIVA,NI,NI,2023-06-01 17:20:11
08797760000183,CURY S/A,CURY,CURY3,2007-04-20 00:00:00,true,SAO PAULO,SP,SUDESTE,ATIVA,false,false,2023-06-01 17:20:11
08801621000186,CYRE COM-CCP,CCPR,CCPR3,2007-05-03 00:00:00,true,SAO PAULO,SP,SUDESTE,ATIVA,false,false,2023-06-01 17:20:11
08807432000110,YDUQS PART,YDUQ,YDUQ3,2007-05-03 00:00:00,true,RIO DE JANEIRO,RJ,SUDESTE,ATIVA,false,false,2023-06-01 17:20:11
08811643000127,TRISUL,TRIS,TRIS3,2007-04-24 00:00:00,true,SAO PAULO,SP,SUDESTE,ATIVA,false,false,2023-06-01 17:20:11
08823340000124,NI,NI,NI,2007-05-14 00:00:00,true,VITORIA,ES,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
08826375000117,NI,NI,NI,2007-05-17 00:00:00,true,PATROCINIO PAULISTA,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
08827677000703,NI,NI,NI,1997-11-13 00:00:00,false,CAMPINA GRANDE,PB,NORDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
08827729000229,NI,NI,NI,2007-05-22 00:00:00,false,SANTA ROSA DE VITERBO,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
08839710000111,NI,NI,NI,2007-05-17 00:00:00,true,PARAGOMINAS,PA,NORTE,ATIVA,NI,NI,2023-06-01 17:20:11
08851382000179,NI,NI,NI,2007-05-29 00:00:00,true,JABORANDI,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
08856008000166,NI,NI,NI,2007-05-11 00:00:00,true,CAMPINAS,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
08866273000125,NI,NI,NI,2007-05-29 00:00:00,true,LONDRINA,PR,SUL,ATIVA,NI,NI,2023-06-01 17:20:11
08870622000182,NI,NI,NI,2007-05-31 00:00:00,true,JOINVILLE,SC,SUL,ATIVA,NI,NI,2023-06-01 17:20:11
08877738000224,NI,NI,NI,2007-06-21 00:00:00,false,UCHOA,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
08888801000147,NI,NI,NI,2007-06-18 00:00:00,true,CAXIAS DO SUL,RS,SUL,ATIVA,NI,NI,2023-06-01 17:20:11
08891024000190,NI,NI,NI,2007-06-18 00:00:00,true,PINHALZINHO,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
08893525000105,NI,NI,NI,2007-06-06 00:00:00,true,SAO PAULO,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
08894860000128,NI,NI,NI,2007-05-29 00:00:00,true,SAO PAULO,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
08895767000138,NI,NI,NI,2007-06-12 00:00:00,true,MARATAIZES,ES,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
08899107000125,NI,NI,NI,2007-06-13 00:00:00,true,RIO DE JANEIRO,RJ,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
08899768017550,NI,NI,NI,2021-06-01 00:00:00,false,CARDOSO,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
08900365000184,NI,NI,NI,2007-06-20 00:00:00,true,APARECIDA DE GOIANIA,GO,CENTRO-OESTE,ATIVA,NI,NI,2023-06-01 17:20:11
08902291000115,CSNMINERACAO,CMIN,CMIN3,2007-06-12 00:00:00,true,CONGONHAS,MG,SUDESTE,ATIVA,false,false,2023-06-01 17:20:11
08902489000107,NI,NI,NI,2007-06-18 00:00:00,true,CAMPO GRANDE,MS,CENTRO-OESTE,ATIVA,NI,NI,2023-06-01 17:20:11
08911804000154,NI,NI,NI,2007-06-14 00:00:00,true,BENTO GONCALVES,RS,SUL,ATIVA,NI,NI,2023-06-01 17:20:11
08912817000148,NI,NI,NI,2007-06-27 00:00:00,true,SANTIAGO,RS,SUL,ATIVA,NI,NI,2023-06-01 17:20:11
08917153000100,NI,NI,NI,2007-06-21 00:00:00,true,SAO DOMINGOS,BA,NORDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
08918585000135,NI,NI,NI,2007-06-13 00:00:00,true,TERESINA,PI,NORDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
08922819000207,NI,NI,NI,2008-03-12 00:00:00,false,APUCARANA,PR,SUL,ATIVA,NI,NI,2023-06-01 17:20:11
08926302000105,DOMMO,DMMO,"DMMO11, DMMO3",2007-07-09 00:00:00,true,RIO DE JANEIRO,RJ,SUDESTE,ATIVA,false,false,2023-06-01 17:20:11
08935175000100,NI,NI,NI,2007-06-19 00:00:00,true,RIBEIRAO PRETO,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
08946935000258,NI,NI,NI,2007-10-04 00:00:00,false,VILHENA,RO,NORTE,ATIVA,NI,NI,2023-06-01 17:20:11
08952529000206,NI,NI,NI,2009-01-07 00:00:00,false,DIVINOPOLIS,MG,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
08962366000153,NI,NI,NI,2007-07-11 00:00:00,true,CURITIBA,PR,SUL,ATIVA,NI,NI,2023-06-01 17:20:11
08964578000412,NI,NI,NI,2013-09-10 00:00:00,false,ALTO ALEGRE,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
08983948000116,NI,NI,NI,2007-08-10 00:00:00,true,TRES COROAS,RS,SUL,ATIVA,NI,NI,2023-06-01 17:20:11
08985679000127,NI,NI,NI,2007-07-25 00:00:00,true,TERESINA,PI,NORDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
08985791000591,NI,NI,NI,2007-09-17 00:00:00,false,GUATAPARA,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
09002329000166,NI,NI,NI,2007-07-25 00:00:00,true,SAO PAULO,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
09003185000162,NI,NI,NI,2007-05-07 00:00:00,true,SAO PAULO,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
09025281000101,NI,NI,NI,2007-08-31 00:00:00,true,PACATUBA,CE,NORDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
09041168000110,LOG COM PROP,LOGG,LOGG3,2007-07-25 00:00:00,true,BELO HORIZONTE,MG,SUDESTE,ATIVA,false,false,2023-06-01 17:20:11
09042817000105,BEMOBI TECH,BMOB,BMOB3,2007-08-28 00:00:00,true,RIO DE JANEIRO,RJ,SUDESTE,ATIVA,false,false,2023-06-01 17:20:11
09047780000108,NI,NI,NI,2007-08-28 00:00:00,true,JUNDIAI,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
09049052000127,NI,NI,NI,2007-09-03 00:00:00,true,PORTO FERREIRA,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
09055028000109,NI,NI,NI,2007-09-12 00:00:00,true,FLORIANOPOLIS,SC,SUL,ATIVA,NI,NI,2023-06-01 17:20:11
09055791000121,NI,NI,NI,2007-07-02 00:00:00,true,PRESIDENTE PRUDENTE,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
09060964021601,NI,NI,NI,2020-07-08 00:00:00,false,CAMPINAS,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
09060964026832,NI,NI,NI,2021-09-27 00:00:00,false,SAO PAULO,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
09075768000107,NI,NI,NI,2007-08-09 00:00:00,true,SALVADOR,BA,NORDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
09081925000189,NI,NI,NI,2007-09-17 00:00:00,true,CANAVIEIRAS,BA,NORDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
09082378000156,NI,NI,NI,2007-08-13 00:00:00,true,BELO HORIZONTE,MG,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
09083175000184,MOSAICO,MOSI,MOSI3,2007-08-24 00:00:00,true,RIO DE JANEIRO,RJ,SUDESTE,ATIVA,false,false,2023-06-01 17:20:11
09086248000272,NI,NI,NI,2007-10-02 00:00:00,false,GUAIRA,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
09090361000140,NI,NI,NI,2007-09-19 00:00:00,true,CASSIA DOS COQUEIROS,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
09090443000276,NI,NI,NI,2008-05-14 00:00:00,false,LENCOIS PAULISTA,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
09111134000154,NI,NI,NI,2007-09-12 00:00:00,true,SUZANO,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
09112307000159,NI,NI,NI,2007-09-27 00:00:00,true,PONTA GROSSA,PR,SUL,ATIVA,NI,NI,2023-06-01 17:20:11
09112685000132,OSX BRASIL,OSXB,OSXB3,2007-10-03 00:00:00,true,RIO DE JANEIRO,RJ,SUDESTE,ATIVA,false,false,2023-06-01 17:20:11
09114805000130,OCEANPACT,OPCT,OPCT3,2007-09-21 00:00:00,true,RIO DE JANEIRO,RJ,SUDESTE,ATIVA,false,false,2023-06-01 17:20:11
09120699000106,NI,NI,NI,2007-10-01 00:00:00,true,LIMEIRA,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
09132161000103,NI,NI,NI,2007-09-20 00:00:00,true,TAQUARITUBA,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
09143450000108,NI,NI,NI,2007-08-28 00:00:00,true,POUSO ALEGRE,MG,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
09146451000106,KALLAS,KLAS,KLAS3,2007-09-27 00:00:00,true,SAO PAULO,SP,SUDESTE,ATIVA,false,false,2023-06-01 17:20:11
09149503000106,OMEGA GER,OMGE,OMGE3,2007-09-26 00:00:00,true,BELO HORIZONTE,MG,SUDESTE,ATIVA,false,false,2023-06-01 17:20:11
09154700000105,NI,NI,NI,2007-09-10 00:00:00,true,CONTENDA,PR,SUL,ATIVA,NI,NI,2023-06-01 17:20:11
09160226002178,NI,NI,NI,2007-11-21 00:00:00,false,TERRA ROXA,PR,SUL,ATIVA,NI,NI,2023-06-01 17:20:11
09167322000285,NI,NI,NI,2007-11-13 00:00:00,false,RUBIACEA,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
09167852000142,NI,NI,NI,2007-10-03 00:00:00,true,SAO PAULO,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
09176359000199,NI,NI,NI,2007-10-18 00:00:00,true,SOROCABA,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
09206534000143,NI,NI,NI,2007-11-22 00:00:00,true,SAO LUIS,MA,NORDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
09208399000175,NI,NI,NI,2007-11-13 00:00:00,true,SANTA MARIA,RS,SUL,ATIVA,NI,NI,2023-06-01 17:20:11
09222176000162,NI,NI,NI,2007-11-20 00:00:00,true,DIVINOPOLIS,MG,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
09225536000180,NI,NI,NI,2007-10-17 00:00:00,true,BARREIRAS,BA,NORDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
09229201000130,GPS,GGPS,GGPS3,2007-11-27 00:00:00,true,SAO PAULO,SP,SUDESTE,ATIVA,false,false,2023-06-01 17:20:11
09231029000159,NI,NI,NI,2007-09-19 00:00:00,true,RIO DE JANEIRO,RJ,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
09233818000129,NI,NI,NI,1978-08-29 00:00:00,true,SOUSA,PB,NORDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
09239562000167,NI,NI,NI,2007-11-12 00:00:00,true,PIRAPORA,MG,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
09247387000311,NI,NI,NI,2014-04-16 00:00:00,false,SANTA GERTRUDES,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
09251104000143,NI,NI,NI,2007-12-04 00:00:00,true,GRAVATAI,RS,SUL,ATIVA,NI,NI,2023-06-01 17:20:11
09253963000252,NI,NI,NI,2012-10-03 00:00:00,false,GUARULHOS,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
09256352000187,NI,NI,NI,2007-12-03 00:00:00,true,CURITIBA,PR,SUL,ATIVA,NI,NI,2023-06-01 17:20:11
09257598000173,NI,NI,NI,2007-12-10 00:00:00,true,RIO DE JANEIRO,RJ,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
09260412000135,NI,NI,NI,2007-08-09 00:00:00,true,SAO PAULO,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
09268986000150,NI,NI,NI,2007-11-23 00:00:00,true,BRASILIA,DF,CENTRO-OESTE,ATIVA,NI,NI,2023-06-01 17:20:11
09270102000100,NI,NI,NI,2007-12-19 00:00:00,true,ITARARE,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
09271102000116,NI,NI,NI,2007-12-10 00:00:00,true,RIO DE JANEIRO,RJ,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
09271151000159,NI,NI,NI,2007-12-18 00:00:00,true,BLUMENAU,SC,SUL,ATIVA,NI,NI,2023-06-01 17:20:11
09277653000197,NI,NI,NI,2007-12-17 00:00:00,true,SAO PAULO,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
09279509000190,NI,NI,NI,2007-11-21 00:00:00,true,BARRINHA,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
09286943000105,NI,NI,NI,2008-01-04 00:00:00,true,TORRINHA,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
09288252000132,ANIMA,ANIM,ANIM3,2007-12-03 00:00:00,true,SAO PAULO,SP,SUDESTE,ATIVA,false,false,2023-06-01 17:20:11
09295063000197,TECHNOS,TECN,TECN3,2007-12-06 00:00:00,true,RIO DE JANEIRO,RJ,SUDESTE,ATIVA,false,false,2023-06-01 17:20:11
09299577000110,NI,NI,NI,2008-01-09 00:00:00,true,BOCAIUVA,MG,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
09305994000129,AZUL,AZUL,AZUL4,2008-01-16 00:00:00,true,BARUERI,SP,SUDESTE,ATIVA,false,false,2023-06-01 17:20:11
09307241000152,NI,NI,NI,2007-12-07 00:00:00,true,SAO PAULO,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
09316633000188,NI,NI,NI,2008-01-23 00:00:00,true,BLUMENAU,SC,SUL,ATIVA,NI,NI,2023-06-01 17:20:11
09322746000439,NI,NI,NI,2016-11-17 00:00:00,false,PIRAPOZINHO,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
09334091000257,NI,NI,NI,2008-12-03 00:00:00,false,ITANHAEM,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
09336844000182,NI,NI,NI,2008-01-25 00:00:00,true,CRICIUMA,SC,SUL,ATIVA,NI,NI,2023-06-01 17:20:11
09340525000140,NI,NI,NI,2008-01-24 00:00:00,true,SAO JOSE DO RIO PRETO,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
09344536000107,NI,NI,NI,2008-01-31 00:00:00,true,LIVRAMENTO DE NOSSA SENHORA,BA,NORDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
09345848000208,NI,NI,NI,2013-04-11 00:00:00,false,TAQUARITINGA,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
09346601000125,B3,B3SA,B3SA3,2007-12-21 00:00:00,true,SAO PAULO,SP,SUDESTE,ATIVA,false,false,2023-06-01 17:20:11
09347516000181,ELETROMIDIA,ELMD,ELMD3,2008-01-14 00:00:00,true,SAO PAULO,SP,SUDESTE,ATIVA,false,false,2023-06-01 17:20:11
09358146000188,NI,NI,NI,2008-02-01 00:00:00,true,BARRINHA,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
09362049000169,NI,NI,NI,2008-02-07 00:00:00,true,RIO DE JANEIRO,RJ,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
09383839000120,NI,NI,NI,2008-02-21 00:00:00,true,FORTALEZA,CE,NORDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
09385002000110,NI,NI,NI,2008-02-12 00:00:00,true,IMPERATRIZ,MA,NORDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
09389415000173,NI,NI,NI,2008-02-18 00:00:00,true,RIO DE JANEIRO,RJ,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
09395304000170,NI,NI,NI,2008-02-29 00:00:00,true,SANTA HELENA DE GOIAS,GO,CENTRO-OESTE,ATIVA,NI,NI,2023-06-01 17:20:11
09396111000133,NI,NI,NI,2008-02-19 00:00:00,true,SAO PAULO,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
09397434000141,NI,NI,NI,2008-02-27 00:00:00,true,MARILIA,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
09405009000157,NI,NI,NI,2008-02-27 00:00:00,true,MARINGA,PR,SUL,ATIVA,NI,NI,2023-06-01 17:20:11
09406054000126,NI,NI,NI,2008-02-18 00:00:00,true,SAO PAULO,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
09410667000137,NI,NI,NI,2008-02-29 00:00:00,true,APUCARANA,PR,SUL,ATIVA,NI,NI,2023-06-01 17:20:11
09424407000110,NI,NI,NI,2008-03-06 00:00:00,true,CASTELO,ES,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
09432078000150,NI,NI,NI,2008-03-17 00:00:00,true,BRASILIA,DF,CENTRO-OESTE,ATIVA,NI,NI,2023-06-01 17:20:11
09434722000129,NI,NI,NI,2008-03-11 00:00:00,true,CAPINZAL,SC,SUL,ATIVA,NI,NI,2023-06-01 17:20:11
09434926000160,NI,NI,NI,2008-03-19 00:00:00,true,SALVADOR,BA,NORDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
09438045000117,NI,NI,NI,1985-11-22 00:00:00,true,RECIFE,PE,NORDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
09445767000107,NI,NI,NI,2007-05-17 00:00:00,true,BELO HORIZONTE,MG,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
09448270000134,NI,NI,NI,2008-03-20 00:00:00,true,PORTO VELHO,RO,NORTE,ATIVA,NI,NI,2023-06-01 17:20:11
09450432000179,NI,NI,NI,2008-03-27 00:00:00,true,MARINGA,PR,SUL,ATIVA,NI,NI,2023-06-01 17:20:11
09455444000196,NI,NI,NI,2008-02-07 00:00:00,true,PORTO ALEGRE,RS,SUL,ATIVA,NI,NI,2023-06-01 17:20:11
09473846000113,NI,NI,NI,2008-03-27 00:00:00,true,SAO PAULO,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
09488965000140,NI,NI,NI,2008-04-02 00:00:00,true,DESCALVADO,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
09503041000175,NI,NI,NI,2008-03-27 00:00:00,true,PACAJA,PA,NORTE,ATIVA,NI,NI,2023-06-01 17:20:11
09510159000120,NI,NI,NI,2008-03-07 00:00:00,true,PEDREIRA,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
09512078000160,NI,NI,NI,2008-02-08 00:00:00,true,SAO JOSE DA LAPA,MG,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
09525280000126,NI,NI,NI,2008-04-24 00:00:00,true,SAO PAULO,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
09531309000182,NI,NI,NI,2008-04-23 00:00:00,true,CARAPICUIBA,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
09543440000240,NI,NI,NI,2008-04-16 00:00:00,false,SAO MIGUEL DO OESTE,SC,SUL,ATIVA,NI,NI,2023-06-01 17:20:11
09545794000143,NI,NI,NI,2008-05-07 00:00:00,true,MARINGA,PR,SUL,ATIVA,NI,NI,2023-06-01 17:20:11
09547469000110,NI,NI,NI,2008-03-26 00:00:00,true,LIMEIRA,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
09547991000100,NI,NI,NI,2008-05-14 00:00:00,true,PORTO VELHO,RO,NORTE,ATIVA,NI,NI,2023-06-01 17:20:11
09549964000168,NI,NI,NI,2008-04-09 00:00:00,true,FORTALEZA,CE,NORDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
09555539000181,NI,NI,NI,2008-02-25 00:00:00,true,MINAS NOVAS,MG,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
09555853000164,NI,NI,NI,2008-04-11 00:00:00,true,SAO PAULO,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
