cnpj;dsc_porte;dt_carga
05476154000178;Media;04/06/2023
05482838000182;Pequena;04/06/2023
05482870000168;Pequena;04/06/2023
05483289000160;Pequena;04/06/2023
05494357000197;Micro;04/06/2023
05495546000184;Grande;04/06/2023
05496474000190;Micro;04/06/2023
05497758000109;Micro;04/06/2023
05530770000240;Micro;04/06/2023
05539037000106;Micro;04/06/2023
05539042000119;Micro;04/06/2023
05543349000193;Micro;04/06/2023
05548138000143;Micro;04/06/2023
05557210000107;Micro;04/06/2023
05561461000157;Micro;04/06/2023
05577779000126;Micro;04/06/2023
05584803000154;Micro;04/06/2023
05589434000192;Micro;04/06/2023
05590803000167;Pequena;04/06/2023
05592358000174;Micro;04/06/2023
05600339000142;Micro;04/06/2023
05625255000163;Pequena;04/06/2023
05633814000187;Mei;04/06/2023
05634660000148;Pequena;04/06/2023
05635091000155;Micro;04/06/2023
05644716000145;Micro;04/06/2023
05665330000543;Media;04/06/2023
05665723000123;Micro;04/06/2023
05678035000106;Mei;04/06/2023
05680718000190;Pequena;04/06/2023
05684057000170;Micro;04/06/2023
05685381000103;Pequena;04/06/2023
05687071000128;Media;04/06/2023
05692513000124;Micro;04/06/2023
05700438000104;Micro;04/06/2023
05700649000139;Pequena;04/06/2023
05713128000540;Pequena;04/06/2023
05726721000105;Micro;04/06/2023
05731503000231;Micro;04/06/2023
05744921000182;Mei;04/06/2023
05745552000142;Pequena;04/06/2023
05756811000130;Pequena;04/06/2023
05774348000150;Pequena;04/06/2023
05783757000112;Micro;04/06/2023
05788896000139;Micro;04/06/2023
05793643000153;Pequena;04/06/2023
05797919000171;Mei;04/06/2023
05799312000120;Grande;04/06/2023
05813149000103;Pequena;04/06/2023
05817065000148;Micro;04/06/2023
05831750000471;Pequena;04/06/2023
05843166000193;Pequena;04/06/2023
05851501000103;Pequena;04/06/2023
05854534000107;Grande;04/06/2023
05877965000180;Micro;04/06/2023
05878397000132;Grande;04/06/2023
05889376000112;Grande;04/06/2023
05892072000104;Mei;04/06/2023
05898941000108;Pequena;04/06/2023
05904262000102;Micro;04/06/2023
05905648000120;Pequena;04/06/2023
05908713000171;Micro;04/06/2023
05912716000189;Micro;04/06/2023
05917486000140;Grande;04/06/2023
05929678000177;Micro;04/06/2023
05932364000123;Mei;04/06/2023
05933506000177;Pequena;04/06/2023
05942771000111;Micro;04/06/2023
05943879000129;Micro;04/06/2023
05947588000109;Micro;04/06/2023
05951912000162;Grande;04/06/2023
05952199000171;Micro;04/06/2023
05952977000122;Mei;04/06/2023
05957961000102;Micro;04/06/2023
05961344000180;Pequena;04/06/2023
05961768000226;Micro;04/06/2023
05976804000144;Pequena;04/06/2023
05980242000102;Micro;04/06/2023
05993090000182;Micro;04/06/2023
05994127000197;Mei;04/06/2023
05997053000142;Micro;04/06/2023
06001053000103;Pequena;04/06/2023
06014738000194;Pequena;04/06/2023
06020543000157;Media;04/06/2023
06029558000186;Micro;04/06/2023
06032393000100;Pequena;04/06/2023
06033948000391;Pequena;04/06/2023
06047087000139;Grande;04/06/2023
06048949000148;Mei;04/06/2023
06050590000143;Micro;04/06/2023
06057223000171;Grande;04/06/2023
06060146000109;Micro;04/06/2023
06061203000174;Micro;04/06/2023
06068655000188;Pequena;04/06/2023
06073597000180;Grande;04/06/2023
06084277000126;Micro;04/06/2023
06085513000129;Micro;04/06/2023
06087471000165;Micro;04/06/2023
06099163000150;Media;04/06/2023
06105559000162;Media;04/06/2023
06110067000165;Micro;04/06/2023
06118323000160;Media;04/06/2023
06130583000151;Micro;04/06/2023
06139550000172;Micro;04/06/2023
06139650000875;Pequena;04/06/2023
06147765000135;Pequena;04/06/2023
06158153000148;Micro;04/06/2023
06164253000187;Grande;04/06/2023
06164563000100;Micro;04/06/2023
06167843000163;Micro;04/06/2023
06173083000105;Micro;04/06/2023
06181428000164;Micro;04/06/2023
06204809000111;Micro;04/06/2023
06210901000194;Micro;04/06/2023
06229532000181;Mei;04/06/2023
06238416000129;Micro;04/06/2023
06259013000166;Mei;04/06/2023
06262218000109;Mei;04/06/2023
06276996000149;Media;04/06/2023
06283274000111;Micro;04/06/2023
06285242000155;Pequena;04/06/2023
06290287000118;Micro;04/06/2023
06295584000156;Micro;04/06/2023
06308105000199;Micro;04/06/2023
06310350000130;Micro;04/06/2023
06327008000143;Micro;04/06/2023
06327397000107;Micro;04/06/2023
06329118000144;Pequena;04/06/2023
06331414000775;Media;04/06/2023
06334062000116;Micro;04/06/2023
06342288000169;Micro;04/06/2023
06351262000349;Media;04/06/2023
06354141000199;Pequena;04/06/2023
06354191000176;Micro;04/06/2023
06516967000700;Pequena;04/06/2023
06538121000178;Micro;04/06/2023
06610364000170;Mei;04/06/2023
06736847000115;Micro;04/06/2023
06753677000691;Micro;04/06/2023
06813736000165;Pequena;04/06/2023
06832344000143;Mei;04/06/2023
06879035000129;Mei;04/06/2023
06882218000101;Media;04/06/2023
06921615000137;Micro;04/06/2023
06922261000145;Micro;04/06/2023
06926382000246;Pequena;04/06/2023
06927221000196;Micro;04/06/2023
06928398001502;Pequena;04/06/2023
06928442000189;Grande;04/06/2023
06935870000139;Pequena;04/06/2023
06941842000124;Micro;04/06/2023
06948969000175;Grande;04/06/2023
06956603000148;Micro;04/06/2023
06968610000160;Pequena;04/06/2023
06973409000170;Pequena;04/06/2023
06977095000184;Pequena;04/06/2023
06977745000191;Grande;04/06/2023
06977751000149;Grande;04/06/2023
06984948000105;Pequena;04/06/2023
06990661001089;Media;04/06/2023
06999500000165;Pequena;04/06/2023
07010118000492;Media;04/06/2023
07037932000158;Media;04/06/2023
07040574000132;Micro;04/06/2023
07047251000170;Grande;04/06/2023
07052520000197;Grande;04/06/2023
07064232000152;Grande;04/06/2023
07078773000130;Micro;04/06/2023
07079149000157;Micro;04/06/2023
07090308000114;Micro;04/06/2023
07105743002461;Grande;04/06/2023
07108807000191;Micro;04/06/2023
07121507000142;Micro;04/06/2023
07125054000122;Media;04/06/2023
07128172000194;Mei;04/06/2023
07139583000185;Pequena;04/06/2023
07144471000112;Micro;04/06/2023
07147956000160;Micro;04/06/2023
07164570000166;Mei;04/06/2023
07170938051518;Grande;04/06/2023
07180640000170;Micro;04/06/2023
07182717000140;Media;04/06/2023
07184445000118;Pequena;04/06/2023
07186367000190;Micro;04/06/2023
07187906000106;Mei;04/06/2023
07206816000115;Grande;04/06/2023
07209862000178;Micro;04/06/2023
07212235000196;Micro;04/06/2023
07214053000154;Micro;04/06/2023
07216081000100;Micro;04/06/2023
07229757000109;Micro;04/06/2023
07235103000180;Micro;04/06/2023
07237373000120;Grande;04/06/2023
07237970000154;Micro;04/06/2023
07250470000152;Pequena;04/06/2023
07252614000614;Pequena;04/06/2023
07252972000112;Micro;04/06/2023
07262587000407;Pequena;04/06/2023
07267296000150;Micro;04/06/2023
07275368000101;Micro;04/06/2023
07277649000101;Micro;04/06/2023
07288623000150;Mei;04/06/2023
07292557000192;Pequena;04/06/2023
07322066000147;Pequena;04/06/2023
07324451000123;Micro;04/06/2023
07338846000185;Mei;04/06/2023
07349896000168;Micro;04/06/2023
07351803000130;Pequena;04/06/2023
07353340000145;Pequena;04/06/2023
07363564000138;Micro;04/06/2023
07366528000128;Micro;04/06/2023
07368820000180;Micro;04/06/2023
07377481000106;Pequena;04/06/2023
07380091000187;Micro;04/06/2023
07387010000170;Media;04/06/2023
07411727000100;Micro;04/06/2023
07415269000188;Micro;04/06/2023
07415333000120;Grande;04/06/2023
07421132000136;Media;04/06/2023
07421475000109;Micro;04/06/2023
07424572000147;Pequena;04/06/2023
07428094000143;Mei;04/06/2023
07428242000120;Pequena;04/06/2023
07428491000468;Micro;04/06/2023
07436502000109;Micro;04/06/2023
07437016000105;Media;04/06/2023
07438051000149;Pequena;04/06/2023
07456495000107;Mei;04/06/2023
07461644000126;Micro;04/06/2023
07463197000144;Micro;04/06/2023
07468882000163;Micro;04/06/2023
07471981000102;Pequena;04/06/2023
07526557000100;Grande;04/06/2023
07532410000122;Pequena;04/06/2023
07534748000113;Micro;04/06/2023
07536483000192;Pequena;04/06/2023
07537428000117;Micro;04/06/2023
07539392000100;Pequena;04/06/2023
07541373000119;Micro;04/06/2023
07543396000162;Micro;04/06/2023
07545198000138;Micro;04/06/2023
07545886000106;Micro;04/06/2023
07546465000191;Media;04/06/2023
07564074000108;Pequena;04/06/2023
07564411000159;Micro;04/06/2023
07573311000270;Micro;04/06/2023
07573326000157;Micro;04/06/2023
07582700000180;Micro;04/06/2023
07590109000175;Pequena;04/06/2023
07590934000250;Micro;04/06/2023
07594978000178;Grande;04/06/2023
07611146001607;Grande;04/06/2023
07620348000120;Pequena;04/06/2023
07626301000174;Micro;04/06/2023
07627803000110;Pequena;04/06/2023
07628528000159;Grande;04/06/2023
07635955000407;Pequena;04/06/2023
07639977000100;Mei;04/06/2023
07640688000113;Micro;04/06/2023
07645516000132;Pequena;04/06/2023
07654242000148;Micro;04/06/2023
07664984000154;Pequena;04/06/2023
07666222000359;Grande;04/06/2023
07672301000100;Micro;04/06/2023
07674197000193;Pequena;04/06/2023
07681623000116;Micro;04/06/2023
07684021000112;Pequena;04/06/2023
07688817000143;Micro;04/06/2023
07689002000189;Grande;04/06/2023
07691446000159;Micro;04/06/2023
07692089000143;Mei;04/06/2023
07693079000122;Micro;04/06/2023
07703233000108;Mei;04/06/2023
07706925000282;Pequena;04/06/2023
07718269000157;Grande;04/06/2023
07722419000104;Micro;04/06/2023
07724501000160;Micro;04/06/2023
07730797001527;Grande;04/06/2023
07735701000118;Pequena;04/06/2023
07746601000197;Media;04/06/2023
07747911000126;Micro;04/06/2023
07751239000142;Micro;04/06/2023
07752523000133;Mei;04/06/2023
07755148000185;Pequena;04/06/2023
07755653000120;Media;04/06/2023
07756490000108;Pequena;04/06/2023
07781007003233;Media;04/06/2023
07783122000140;Micro;04/06/2023
07784073000160;Pequena;04/06/2023
07788218000100;Pequena;04/06/2023
07789972000156;Micro;04/06/2023
07794682000109;Pequena;04/06/2023
07801148000174;Micro;04/06/2023
07806890000172;Micro;04/06/2023
07816890000153;Grande;04/06/2023
07818261000162;Media;04/06/2023
07820907000146;Grande;04/06/2023
07820998000110;Micro;04/06/2023
07825163000152;Micro;04/06/2023
07825634000122;Micro;04/06/2023
07826547000190;Micro;04/06/2023
07832841000104;Micro;04/06/2023
07840316000130;Pequena;04/06/2023
07841637000150;Micro;04/06/2023
07845229000176;Pequena;04/06/2023
07846023000160;Micro;04/06/2023
07859971000130;Grande;04/06/2023
07875465000135;Micro;04/06/2023
07877896000130;Micro;04/06/2023
07880948000470;Media;04/06/2023
07882930000165;Grande;04/06/2023
07883620000165;Pequena;04/06/2023
07885523000101;Micro;04/06/2023
07895884000139;Micro;04/06/2023
07899931000112;Pequena;04/06/2023
07900208012899;Grande;04/06/2023
07912795000153;Micro;04/06/2023
07914036000200;Micro;04/06/2023
07929217000120;Micro;04/06/2023
07934046000470;Grande;04/06/2023
07936466000223;Pequena;04/06/2023
07938337002137;Pequena;04/06/2023
07939558000186;Micro;04/06/2023
07943281000327;Pequena;04/06/2023
07945562001048;Grande;04/06/2023
07947748000145;Micro;04/06/2023
07948851000290;Pequena;04/06/2023
07949656000447;Micro;04/06/2023
07952196000163;Micro;04/06/2023
07952788000185;Micro;04/06/2023
07963870000105;Micro;04/06/2023
07964029000132;Micro;04/06/2023
07965902000101;Micro;04/06/2023
07968466000124;Micro;04/06/2023
07968630000284;Micro;04/06/2023
07980466000573;Pequena;04/06/2023
07988333000110;Pequena;04/06/2023
07988410000131;Pequena;04/06/2023
07988436000180;Pequena;04/06/2023
07994967000266;Pequena;04/06/2023
07995775000193;Pequena;04/06/2023
08004066000242;Pequena;04/06/2023
08014138000151;Pequena;04/06/2023
08014289000100;Micro;04/06/2023
08023342001453;Pequena;04/06/2023
08024640000658;Micro;04/06/2023
08043901000172;Micro;04/06/2023
08043941000114;Micro;04/06/2023
08048329000568;Media;04/06/2023
08052483000180;Pequena;04/06/2023
08054763000399;Pequena;04/06/2023
08055508000107;Mei;04/06/2023
08060417000232;Pequena;04/06/2023
08061037000131;Micro;04/06/2023
08065557000112;Grande;04/06/2023
08066809000128;Pequena;04/06/2023
08067190000257;Micro;04/06/2023
08073188000100;Micro;04/06/2023
08073666000181;Mei;04/06/2023
08074923000108;Micro;04/06/2023
08077689000245;Micro;04/06/2023
08078847000109;Grande;04/06/2023
08085424001180;Pequena;04/06/2023
08087094000190;Micro;04/06/2023
08089000000111;Micro;04/06/2023
08091971000104;Pequena;04/06/2023
08092068000150;Pequena;04/06/2023
08108634000174;Micro;04/06/2023
08112649000106;Micro;04/06/2023
08114789000113;Micro;04/06/2023
08152930000504;Media;04/06/2023
08153409000745;Micro;04/06/2023
08158607000106;Pequena;04/06/2023
08159965000133;Grande;04/06/2023
08165794000155;Micro;04/06/2023
08169778000130;Pequena;04/06/2023
08170098000137;Micro;04/06/2023
08170700000136;Pequena;04/06/2023
08170849000115;Media;04/06/2023
08174329000180;Micro;04/06/2023
08174971000160;Pequena;04/06/2023
08177061000130;Pequena;04/06/2023
08185060000480;Micro;04/06/2023
08185161000109;Micro;04/06/2023
08187373000206;Micro;04/06/2023
08192259000789;Grande;04/06/2023
08194459000185;Micro;04/06/2023
08200150000150;Pequena;04/06/2023
08204376000120;Pequena;04/06/2023
08208058000137;Micro;04/06/2023
08208074000120;Micro;04/06/2023
08213424000146;Pequena;04/06/2023
08213454000152;Pequena;04/06/2023
08216615000323;Pequena;04/06/2023
08217027000142;Pequena;04/06/2023
08219646000176;Micro;04/06/2023
08222239000118;Media;04/06/2023
08223352000118;Micro;04/06/2023
08230747000148;Pequena;04/06/2023
08230954000100;Micro;04/06/2023
08234102000264;Micro;04/06/2023
08249162000170;Micro;04/06/2023
08257381000109;Micro;04/06/2023
08266655000118;Mei;04/06/2023
08268389000162;Micro;04/06/2023
08271982000168;Pequena;04/06/2023
08276183000184;Pequena;04/06/2023
08278310000184;Micro;04/06/2023
08280697000456;Pequena;04/06/2023
08288559000170;Micro;04/06/2023
08289069000270;Micro;04/06/2023
08292994000179;Pequena;04/06/2023
08294224000165;Grande;04/06/2023
08294959000199;Pequena;04/06/2023
08295012000100;Micro;04/06/2023
08296658000102;Micro;04/06/2023
08300707000478;Media;04/06/2023
08303551000136;Pequena;04/06/2023
08305157000307;Pequena;04/06/2023
08307170000125;Pequena;04/06/2023
08312229000173;Grande;04/06/2023
08314277000109;Pequena;04/06/2023
08314651000168;Pequena;04/06/2023
08315024000141;Micro;04/06/2023
08317059000705;Pequena;04/06/2023
08319689000123;Micro;04/06/2023
08320807000466;Pequena;04/06/2023
08324196000181;Grande;04/06/2023
08326654000545;Pequena;04/06/2023
08327630000187;Pequena;04/06/2023
08334385004475;Grande;04/06/2023
08340439000175;Micro;04/06/2023
08343492000120;Grande;04/06/2023
08348133000165;Micro;04/06/2023
08350636000175;Micro;04/06/2023
08354725000785;Pequena;04/06/2023
08354848000201;Micro;04/06/2023
08359732001156;Pequena;04/06/2023
08360528000183;Micro;04/06/2023
08362112000102;Mei;04/06/2023
08364948000138;Grande;04/06/2023
08366134000132;Pequena;04/06/2023
08368343000700;Pequena;04/06/2023
08368600000119;Pequena;04/06/2023
08375956000180;Pequena;04/06/2023
08383302000106;Micro;04/06/2023
08388694000198;Micro;04/06/2023
08390104000242;Pequena;04/06/2023
08390947000168;Media;04/06/2023
08398392000362;Pequena;04/06/2023
08401835000327;Grande;04/06/2023
08402943000152;Grande;04/06/2023
08412305000112;Pequena;04/06/2023
08414934000181;Media;04/06/2023
08420261000172;Micro;04/06/2023
08422972000186;Pequena;04/06/2023
08429407000140;Pequena;04/06/2023
08431222000332;Pequena;04/06/2023
08432644000160;Micro;04/06/2023
08439659000150;Grande;04/06/2023
08443896000195;Pequena;04/06/2023
08446816001046;Pequena;04/06/2023
08449615000101;Micro;04/06/2023
08456148000147;Pequena;04/06/2023
08462919000109;Pequena;04/06/2023
08467115000100;Grande;04/06/2023
08477239000754;Micro;04/06/2023
08477582000103;Micro;04/06/2023
08477835000149;Pequena;04/06/2023
08478652000148;Micro;04/06/2023
08484828000174;Micro;04/06/2023
08493992000148;Pequena;04/06/2023
08498948000554;Pequena;04/06/2023
08502413000186;Micro;04/06/2023
08503859000125;Micro;04/06/2023
08507516000139;Pequena;04/06/2023
08508266000151;Micro;04/06/2023
08509632000278;Pequena;04/06/2023
08518422000165;Micro;04/06/2023
08519196000137;Micro;04/06/2023
08523930000565;Pequena;04/06/2023
08528753000186;Micro;04/06/2023
08531108000112;Micro;04/06/2023
08531532000167;Mei;04/06/2023
08534605000174;Grande;04/06/2023
08538580000187;Micro;04/06/2023
08540263001339;Grande;04/06/2023
08549442000101;Micro;04/06/2023
08549986000165;Micro;04/06/2023
08551025000195;Micro;04/06/2023
08551744000106;Pequena;04/06/2023
08554252000174;Pequena;04/06/2023
08554456000296;Pequena;04/06/2023
08559151000196;Pequena;04/06/2023
08560444000193;Grande;04/06/2023
08566246000137;Micro;04/06/2023
08567523000207;Pequena;04/06/2023
08570083000166;Pequena;04/06/2023
08572608000100;Pequena;04/06/2023
08574411000100;Media;04/06/2023
08575061000199;Micro;04/06/2023
08576171000175;Pequena;04/06/2023
08577739000172;Pequena;04/06/2023
08579165000171;Mei;04/06/2023
08579183000153;Micro;04/06/2023
08587108000134;Micro;04/06/2023
08589631000108;Micro;04/06/2023
08590654000205;Pequena;04/06/2023
08591800000136;Micro;04/06/2023
08592111000146;Micro;04/06/2023
08592152000132;Micro;04/06/2023
08592330000125;Micro;04/06/2023
08599272000161;Micro;04/06/2023
08602719000104;Mei;04/06/2023
08605280001650;Media;04/06/2023
08606940000130;Micro;04/06/2023
08613550000198;Grande;04/06/2023
08614608000118;Pequena;04/06/2023
08622865001335;Grande;04/06/2023
08632049000179;Micro;04/06/2023
08638196000156;Mei;04/06/2023
08654376000121;Micro;04/06/2023
08663480000182;Media;04/06/2023
08666393000189;Micro;04/06/2023
08678338000109;Grande;04/06/2023
08693754000186;Media;04/06/2023
08700413000271;Pequena;04/06/2023
08701283000100;Micro;04/06/2023
08726827000199;Micro;04/06/2023
08735494000164;Micro;04/06/2023
08747543000189;Micro;04/06/2023
08764621000153;Grande;04/06/2023
08765930000148;Micro;04/06/2023
08781559000108;Micro;04/06/2023
08792299000176;Micro;04/06/2023
08795211000170;Grande;04/06/2023
08797760000183;Grande;04/06/2023
08801621000186;Grande;04/06/2023
08805990000147;Micro;04/06/2023
08807432000110;Grande;04/06/2023
08809610000142;Pequena;04/06/2023
08811643000127;Grande;04/06/2023
08817032000196;Micro;04/06/2023
08820831000111;Micro;04/06/2023
08826506000166;Mei;04/06/2023
08826918000104;Micro;04/06/2023
08833066000174;Pequena;04/06/2023
08838423000197;Micro;04/06/2023
08846220000142;Pequena;04/06/2023
08849746000267;Micro;04/06/2023
08854269000228;Media;04/06/2023
08854508002706;Pequena;04/06/2023
08860556000402;Pequena;04/06/2023
08864277000174;Micro;04/06/2023
08866821000117;Micro;04/06/2023
08870936000266;Pequena;04/06/2023
08875475000648;Media;04/06/2023
08895796003972;Grande;04/06/2023
08899940000176;Grande;04/06/2023
08901208000193;Pequena;04/06/2023
08902291000115;Grande;04/06/2023
08908252000125;Pequena;04/06/2023
08915573000157;Pequena;04/06/2023
08921331000338;Grande;04/06/2023
08922869000103;Micro;04/06/2023
08924581000402;Grande;04/06/2023
08925276000192;Mei;04/06/2023
08926302000105;Grande;04/06/2023
08931125000147;Micro;04/06/2023
08939869000108;Micro;04/06/2023
08948896000147;Micro;04/06/2023
08958122000105;Micro;04/06/2023
08972521000201;Pequena;04/06/2023
08983691000100;Micro;04/06/2023
08985713000163;Media;04/06/2023
