cnpj;dsc_nivel_atividade;dt_carga
42046897000134;Medio;04/06/2023
42047203000183;Alto;04/06/2023
42048915000117;Medio;04/06/2023
42055581000290;NI;04/06/2023
42057876000114;Baixo;04/06/2023
42059954000110;Alto;04/06/2023
42060354000171;Alto;04/06/2023
42060714000135;Medio;04/06/2023
42061354000196;Medio;04/06/2023
42062829000169;Medio;04/06/2023
42064807000138;Alto;04/06/2023
42065315000167;Alto;04/06/2023
42067254000177;Medio;04/06/2023
42068903000154;Alto;04/06/2023
42068925000114;Medio;04/06/2023
42069430000100;Alto;04/06/2023
42072467000197;Baixo;04/06/2023
42080765000129;Medio;04/06/2023
42081234000150;Medio;04/06/2023
42087086000181;Baixo;04/06/2023
42087136000120;Medio;04/06/2023
42089610000153;Medio;04/06/2023
42091270000103;Alto;04/06/2023
42091888000165;Medio;04/06/2023
42092085000125;Baixo;04/06/2023
42094418000155;Medio;04/06/2023
42095761000114;Alto;04/06/2023
42100524000102;Medio;04/06/2023
42103023000171;Medio;04/06/2023
42104124000167;Medio;04/06/2023
42105907000165;Medio;04/06/2023
42106540000102;Medio;04/06/2023
42107242000129;Baixo;04/06/2023
42112245000150;Alto;04/06/2023
42115403000126;Medio;04/06/2023
42116371000183;Medio;04/06/2023
42118401000190;Medio;04/06/2023
42121206000110;Medio;04/06/2023
42124399000162;Alto;04/06/2023
42125079000127;Baixo;04/06/2023
42126567000159;Medio;04/06/2023
42128003000155;Alto;04/06/2023
42130292000127;Medio;04/06/2023
42134244000107;Alto;04/06/2023
42134799000159;Medio;04/06/2023
42134834000130;Medio;04/06/2023
42137115000172;Alto;04/06/2023
42138550000111;Medio;04/06/2023
42138689000165;Alto;04/06/2023
42144191000105;Alto;04/06/2023
42145173000148;Medio;04/06/2023
42147376000173;Baixo;04/06/2023
42150391000170;Alto;04/06/2023
42152897000119;Baixo;04/06/2023
42155635000108;Medio;04/06/2023
42159208000106;Medio;04/06/2023
42159531000171;Alto;04/06/2023
42161098000290;NI;04/06/2023
42166727000193;Alto;04/06/2023
42171141000117;Medio;04/06/2023
42173947000144;Medio;04/06/2023
42182830000127;Alto;04/06/2023
42190338000101;Medio;04/06/2023
42193871000119;Medio;04/06/2023
42199913000129;Medio;04/06/2023
42200713000149;Alto;04/06/2023
42202007000136;Alto;04/06/2023
42202643000168;Alto;04/06/2023
42202835000174;Baixo;04/06/2023
42203102000154;Medio;04/06/2023
42204566000185;Alto;04/06/2023
42204592000103;Medio;04/06/2023
42204758000191;Alto;04/06/2023
42205122000164;Alto;04/06/2023
42207172000180;Medio;04/06/2023
42210663000180;Alto;04/06/2023
42217391000140;Baixo;04/06/2023
42217598000115;Medio;04/06/2023
42217730000199;Medio;04/06/2023
42217838000181;Muito baixo;04/06/2023
42218161000104;Medio;04/06/2023
42218340000133;Medio;04/06/2023
42220402000141;Medio;04/06/2023
42222846000116;Baixo;04/06/2023
42225843000136;Medio;04/06/2023
42226327000126;Alto;04/06/2023
42228223000150;Medio;04/06/2023
42233913000106;Baixo;04/06/2023
42236002000124;Medio;04/06/2023
42238316000166;Alto;04/06/2023
42238826000133;Medio;04/06/2023
42239841000104;Medio;04/06/2023
42241271000189;Medio;04/06/2023
42241293000149;Medio;04/06/2023
42241892000162;Medio;04/06/2023
42242752000109;Medio;04/06/2023
42242888000119;Baixo;04/06/2023
42245102000117;Medio;04/06/2023
42245564000134;Medio;04/06/2023
42245717000143;Medio;04/06/2023
42246874000173;Medio;04/06/2023
42247455000156;Alto;04/06/2023
42247717000182;Baixo;04/06/2023
42247977000158;Baixo;04/06/2023
42249058000113;Alto;04/06/2023
42249955000127;Medio;04/06/2023
42252191000129;Alto;04/06/2023
42253539000100;Medio;04/06/2023
42255905000152;Medio;04/06/2023
42256423000117;Medio;04/06/2023
42259311000110;Alto;04/06/2023
42259555000100;Medio;04/06/2023
42260424000135;Alto;04/06/2023
42261690000182;Medio;04/06/2023
42263324000162;Medio;04/06/2023
42263337000131;Medio;04/06/2023
42268260000192;Alto;04/06/2023
42271145000177;Alto;04/06/2023
42273344000114;Medio;04/06/2023
42278291000124;Alto;04/06/2023
42278473000103;Alto;04/06/2023
42280944000100;Baixo;04/06/2023
42282258000178;Alto;04/06/2023
42282729000148;Medio;04/06/2023
42285118000153;Medio;04/06/2023
42286333000179;Alto;04/06/2023
42287731000100;Baixo;04/06/2023
42288437000112;Baixo;04/06/2023
42291094000145;Medio;04/06/2023
42299015000142;Baixo;04/06/2023
42300710000187;Medio;04/06/2023
42302460000114;Medio;04/06/2023
42307493000157;Medio;04/06/2023
42308139000147;Alto;04/06/2023
42312145000178;Baixo;04/06/2023
42318373000155;Medio;04/06/2023
42320712000138;Alto;04/06/2023
42322901000140;Medio;04/06/2023
42326610000120;Baixo;04/06/2023
42327980000181;Medio;04/06/2023
42328094000172;Medio;04/06/2023
42331462000131;Alto;04/06/2023
42334204000109;Baixo;04/06/2023
42336551000170;Baixo;04/06/2023
42336812000152;Alto;04/06/2023
42338300000125;Medio;04/06/2023
42339453000197;Medio;04/06/2023
42340905000150;Alto;04/06/2023
42343577000146;Medio;04/06/2023
42345753000189;Baixo;04/06/2023
42356312000182;Medio;04/06/2023
42360113000148;Medio;04/06/2023
42361099000105;Baixo;04/06/2023
42363785000107;Medio;04/06/2023
42366908000163;Medio;04/06/2023
42371289000103;Alto;04/06/2023
42374175000370;Medio;04/06/2023
42378359000147;Medio;04/06/2023
42380104000119;Medio;04/06/2023
42381732000119;Medio;04/06/2023
42381784000195;Alto;04/06/2023
42382495000100;Baixo;04/06/2023
42386536000137;Alto;04/06/2023
42391480000109;Baixo;04/06/2023
42391843000106;Medio;04/06/2023
42395703000106;Alto;04/06/2023
42397826000186;Alto;04/06/2023
42397900000164;Medio;04/06/2023
42409727000177;Alto;04/06/2023
42412444000184;Alto;04/06/2023
42412942000127;Baixo;04/06/2023
42415647000124;Alto;04/06/2023
42422734000109;Alto;04/06/2023
42426761000150;Medio;04/06/2023
42430564000104;Alto;04/06/2023
42434824000110;Medio;04/06/2023
42438532000155;Baixo;04/06/2023
42439225000199;Baixo;04/06/2023
42440736000120;Alto;04/06/2023
42440824000122;Medio;04/06/2023
42450034000128;Medio;04/06/2023
42450997000121;Alto;04/06/2023
42452302000140;Medio;04/06/2023
42456726000183;Medio;04/06/2023
42457076000190;Medio;04/06/2023
42468012000195;Medio;04/06/2023
42474075000154;Medio;04/06/2023
42481833000161;Baixo;04/06/2023
42487844000159;Medio;04/06/2023
42488425000131;Medio;04/06/2023
42491703000100;Baixo;04/06/2023
42502857000150;Medio;04/06/2023
42504508000177;Medio;04/06/2023
42505590000154;Medio;04/06/2023
42506251000192;Baixo;04/06/2023
42507007000144;Medio;04/06/2023
42515409000190;Baixo;04/06/2023
42516207000163;Alto;04/06/2023
42516843000195;Alto;04/06/2023
42517954000116;Medio;04/06/2023
42518734000107;Medio;04/06/2023
42519176000102;Muito baixo;04/06/2023
42524265000139;Alto;04/06/2023
42526706000131;Medio;04/06/2023
42529603000125;Baixo;04/06/2023
42530870000112;Medio;04/06/2023
42533488000162;Alto;04/06/2023
42539957000312;Baixo;04/06/2023
42550963000109;Medio;04/06/2023
42551478000230;Medio;04/06/2023
42551956000121;Medio;04/06/2023
42558166000178;Medio;04/06/2023
42561070000169;Baixo;04/06/2023
42562406000108;Medio;04/06/2023
42562792000138;Medio;04/06/2023
42566706000165;Medio;04/06/2023
42569242000140;Baixo;04/06/2023
42569966000194;Alto;04/06/2023
42576184000182;Alto;04/06/2023
42578066000103;Baixo;04/06/2023
42579906000152;Medio;04/06/2023
42580687000121;Baixo;04/06/2023
42582831000169;Medio;04/06/2023
42583624000129;Alto;04/06/2023
42599215000110;Medio;04/06/2023
42602511000123;Medio;04/06/2023
42605844000106;Medio;04/06/2023
42608247000135;Medio;04/06/2023
42608649000130;Alto;04/06/2023
42614744000146;Alto;04/06/2023
42615086000107;Alto;04/06/2023
42616823000196;Medio;04/06/2023
42622579000174;Medio;04/06/2023
42622897000135;Medio;04/06/2023
42626560000104;Medio;04/06/2023
42630025000119;Alto;04/06/2023
42637767000176;Medio;04/06/2023
42642840000106;Alto;04/06/2023
42646672000119;Alto;04/06/2023
42648860000186;Alto;04/06/2023
42650156000168;Medio;04/06/2023
42650485000109;Alto;04/06/2023
42651285000170;Medio;04/06/2023
42652126000190;Medio;04/06/2023
42652796000107;Medio;04/06/2023
42654876000100;Medio;04/06/2023
42657378000102;Medio;04/06/2023
42658975000151;Baixo;04/06/2023
42659041000134;Medio;04/06/2023
42660136000178;Medio;04/06/2023
42661866000193;Baixo;04/06/2023
42662812000142;Alto;04/06/2023
42664618000104;Medio;04/06/2023
42665837000108;Medio;04/06/2023
42668056000169;Medio;04/06/2023
42670210000137;Medio;04/06/2023
42670659000103;Baixo;04/06/2023
42670706000100;Medio;04/06/2023
42672724000121;Baixo;04/06/2023
42673473000108;Alto;04/06/2023
42673528000171;Medio;04/06/2023
42673812000148;Alto;04/06/2023
42675472000194;Medio;04/06/2023
42675590000100;Medio;04/06/2023
42676188000132;Medio;04/06/2023
42677354000115;Medio;04/06/2023
42680493000106;Medio;04/06/2023
42681302000112;Baixo;04/06/2023
42688021000191;Baixo;04/06/2023
42689498000191;Alto;04/06/2023
42689981000176;Medio;04/06/2023
42690247000127;Alto;04/06/2023
42696586000110;Medio;04/06/2023
42705676000120;Medio;04/06/2023
42708700000185;Baixo;04/06/2023
42709213000137;Alto;04/06/2023
42716284000167;Alto;04/06/2023
42717404000140;Medio;04/06/2023
42718058000115;Medio;04/06/2023
42719098000181;Medio;04/06/2023
42723356000101;Baixo;04/06/2023
42723621000143;Medio;04/06/2023
42723745000129;Baixo;04/06/2023
42731170000196;Alto;04/06/2023
42731324000140;Medio;04/06/2023
42735272000180;Medio;04/06/2023
42738423000153;Medio;04/06/2023
42743178000172;Medio;04/06/2023
42743909000180;Medio;04/06/2023
42746241000124;Medio;04/06/2023
42752536000103;Medio;04/06/2023
42755981000127;Medio;04/06/2023
42758229000130;Medio;04/06/2023
42759949000110;Medio;04/06/2023
42763982000113;Medio;04/06/2023
42764138000107;Baixo;04/06/2023
42765045000105;Alto;04/06/2023
42765681000129;Medio;04/06/2023
42768469000115;Medio;04/06/2023
42771483000178;Medio;04/06/2023
42771949000135;Alto;04/06/2023
42773019000110;Medio;04/06/2023
42775386000153;Alto;04/06/2023
42791177000101;Alto;04/06/2023
42792219000110;Medio;04/06/2023
42792680000173;Medio;04/06/2023
42793626000142;Medio;04/06/2023
42793823000161;Medio;04/06/2023
42793905000106;Alto;04/06/2023
42794690000148;Medio;04/06/2023
42795515000175;Medio;04/06/2023
42799877000134;Medio;04/06/2023
42800713000180;Medio;04/06/2023
42801875000132;Alto;04/06/2023
42805585000167;Medio;04/06/2023
42809704000150;Alto;04/06/2023
42812949000136;Baixo;04/06/2023
42817910000101;Medio;04/06/2023
42821544000164;Medio;04/06/2023
42822725000105;Baixo;04/06/2023
42824181000110;Medio;04/06/2023
42834838000120;Baixo;04/06/2023
42835013000120;Medio;04/06/2023
42835630000126;Alto;04/06/2023
42838994000160;Medio;04/06/2023
42842232000137;Alto;04/06/2023
42842803000133;Baixo;04/06/2023
42851627000104;Medio;04/06/2023
42851661000170;Alto;04/06/2023
42852456000120;Alto;04/06/2023
42854969000170;Medio;04/06/2023
42863196000198;Alto;04/06/2023
42865058000148;Alto;04/06/2023
42865598000121;Baixo;04/06/2023
42865845000190;Alto;04/06/2023
42867027000126;Medio;04/06/2023
42867510000100;Medio;04/06/2023
42870379000130;Medio;04/06/2023
42873635000143;Alto;04/06/2023
42875159000108;Medio;04/06/2023
42875660000166;Medio;04/06/2023
42878630000103;Alto;04/06/2023
42883543000144;Medio;04/06/2023
42884899000100;Alto;04/06/2023
42890976000127;Muito baixo;04/06/2023
42892223000150;Alto;04/06/2023
42893590000179;Muito baixo;04/06/2023
42901144000169;Medio;04/06/2023
42904289000113;Alto;04/06/2023
42906988000100;Medio;04/06/2023
42909128000112;Alto;04/06/2023
42911836000198;Alto;04/06/2023
42913654000156;Alto;04/06/2023
42914709000142;Medio;04/06/2023
42916732000176;Baixo;04/06/2023
42919516000184;Medio;04/06/2023
42921293000190;Medio;04/06/2023
42926139000100;Medio;04/06/2023
42930660000111;Alto;04/06/2023
42931616000126;Medio;04/06/2023
42934522000100;Medio;04/06/2023
42936532000185;Medio;04/06/2023
42937301000196;Alto;04/06/2023
42938518000110;Medio;04/06/2023
42943223000132;Medio;04/06/2023
42945803000169;Medio;04/06/2023
42946302000288;NI;04/06/2023
42948684000106;Alto;04/06/2023
42948879000148;Medio;04/06/2023
42955053000106;Alto;04/06/2023
42958600000107;Medio;04/06/2023
42960986000191;Baixo;04/06/2023
42962071000115;Alto;04/06/2023
42963416000155;Baixo;04/06/2023
42964216000117;Alto;04/06/2023
42965941000100;Alto;04/06/2023
42968483000162;Medio;04/06/2023
42977650000131;Medio;04/06/2023
42978443000100;Alto;04/06/2023
42979477000100;Alto;04/06/2023
42984783000135;Medio;04/06/2023
42989182000115;Medio;04/06/2023
42990747000184;Medio;04/06/2023
42990816000150;Medio;04/06/2023
42993374000103;Alto;04/06/2023
42996816000167;Alto;04/06/2023
43005264000140;Medio;04/06/2023
43011401000150;Alto;04/06/2023
43012464000120;Medio;04/06/2023
43013955000196;Baixo;04/06/2023
43015631000197;Medio;04/06/2023
43015634000120;Medio;04/06/2023
43018673000181;Medio;04/06/2023
43021957000127;Medio;04/06/2023
43023166000136;Medio;04/06/2023
43026297000177;Alto;04/06/2023
43026932000116;Medio;04/06/2023
43027620000127;Medio;04/06/2023
43030674000141;Alto;04/06/2023
43033229000135;Medio;04/06/2023
43034553000178;Medio;04/06/2023
43040188000104;Medio;04/06/2023
43047832000176;Alto;04/06/2023
43051691000165;Medio;04/06/2023
43052429000135;Medio;04/06/2023
43062045000101;Medio;04/06/2023
43062647000150;Medio;04/06/2023
43063092000161;Alto;04/06/2023
43064624000185;Medio;04/06/2023
43064743000138;Medio;04/06/2023
43064889000183;Alto;04/06/2023
43067816000145;Alto;04/06/2023
43068182000145;Alto;04/06/2023
43068916000196;Medio;04/06/2023
43070771000168;Alto;04/06/2023
43073338000186;Alto;04/06/2023
43073992000190;Alto;04/06/2023
43078704000190;Baixo;04/06/2023
43081514000121;Alto;04/06/2023
43081829000179;Baixo;04/06/2023
43085995000143;Medio;04/06/2023
43089764000108;Medio;04/06/2023
43096341000115;Medio;04/06/2023
43096826000109;Medio;04/06/2023
43098564000111;Medio;04/06/2023
43099574000171;Medio;04/06/2023
43104800000165;Alto;04/06/2023
43107654000121;Alto;04/06/2023
43108276000109;Medio;04/06/2023
43110678000130;Alto;04/06/2023
43112470000150;Medio;04/06/2023
43112677000124;Medio;04/06/2023
43115126000114;Medio;04/06/2023
43119101000199;Medio;04/06/2023
43119559000148;Medio;04/06/2023
43120918000187;Alto;04/06/2023
43121075000133;Medio;04/06/2023
43123168000105;Alto;04/06/2023
43125791000199;Baixo;04/06/2023
43126643000199;Medio;04/06/2023
43128723000183;Medio;04/06/2023
43129044000129;Medio;04/06/2023
43134152000190;Medio;04/06/2023
43135673000161;Alto;04/06/2023
43136455000141;Baixo;04/06/2023
43136457000130;Medio;04/06/2023
43137167000101;Medio;04/06/2023
43137459000144;Alto;04/06/2023
43139696000144;Medio;04/06/2023
43142450000121;Medio;04/06/2023
43144353000178;Medio;04/06/2023
43144868000178;Medio;04/06/2023
43152809000141;Medio;04/06/2023
43154847000133;Medio;04/06/2023
43156201000195;Alto;04/06/2023
43169120000120;Medio;04/06/2023
43171427000165;Medio;04/06/2023
43176719000190;Alto;04/06/2023
43177485000104;Alto;04/06/2023
43179119000186;Alto;04/06/2023
43183162000115;Medio;04/06/2023
43184176000153;Medio;04/06/2023
43185329000187;Alto;04/06/2023
43185362000107;Alto;04/06/2023
43202277000100;Medio;04/06/2023
43206508000153;Baixo;04/06/2023
43206752000116;Medio;04/06/2023
43208040019821;Baixo;04/06/2023
43210656000141;Medio;04/06/2023
43220171000139;Medio;04/06/2023
43230599000162;Baixo;04/06/2023
43235616000154;Alto;04/06/2023
43236032000101;Medio;04/06/2023
43237894000140;Medio;04/06/2023
43240260000147;Alto;04/06/2023
43244960000100;Alto;04/06/2023
43254078000145;Alto;04/06/2023
43254438000109;Alto;04/06/2023
43256590000120;Alto;04/06/2023
43257812000120;Baixo;04/06/2023
43259804000112;Alto;04/06/2023
43260015000100;Medio;04/06/2023
43267853000105;Medio;04/06/2023
43272033000101;Medio;04/06/2023
43275849000180;Alto;04/06/2023
43284891000168;Medio;04/06/2023
43285438000176;Alto;04/06/2023
43286610000106;Medio;04/06/2023
43289128000120;Alto;04/06/2023
43292223000182;Medio;04/06/2023
43293337000147;Baixo;04/06/2023
43295006000146;Medio;04/06/2023
43297024000167;Medio;04/06/2023
43297612000109;Medio;04/06/2023
43302532000196;Alto;04/06/2023
43307233000144;Alto;04/06/2023
43308110000128;Medio;04/06/2023
43311313000173;Alto;04/06/2023
43312319000165;Medio;04/06/2023
43312350000104;Medio;04/06/2023
43314415000142;Medio;04/06/2023
43317920000140;Alto;04/06/2023
43318118000175;Baixo;04/06/2023
43319326001080;Medio;04/06/2023
43323800000156;Baixo;04/06/2023
43325779000128;Medio;04/06/2023
43328678000100;Baixo;04/06/2023
43330502000193;Medio;04/06/2023
43331536000100;Medio;04/06/2023
43331698000130;Medio;04/06/2023
43335938000175;Medio;04/06/2023
43338154000109;Medio;04/06/2023
43339003000167;Alto;04/06/2023
43341223000125;Alto;04/06/2023
43341765000106;Alto;04/06/2023
43344504000131;Medio;04/06/2023
43346817000129;Medio;04/06/2023
43347940000164;Alto;04/06/2023
43350076000150;Alto;04/06/2023
43354813000192;Medio;04/06/2023
43356024000190;Alto;04/06/2023
43363401000119;Alto;04/06/2023
43368419000103;Baixo;04/06/2023
43368889000177;Medio;04/06/2023
43373242000133;Medio;04/06/2023
43375387000173;Alto;04/06/2023
43378320000192;Alto;04/06/2023
43384398000110;Alto;04/06/2023
43390554000155;Medio;04/06/2023
43397791000148;Medio;04/06/2023
43399001000163;Medio;04/06/2023
43400409000108;Medio;04/06/2023
43401035000145;Medio;04/06/2023
43408773000114;Medio;04/06/2023
43408944000105;Medio;04/06/2023
43409890000100;Medio;04/06/2023
43414921000103;Alto;04/06/2023
43420741000134;Medio;04/06/2023
43423213000139;Alto;04/06/2023
43427702000169;Alto;04/06/2023
43428128000163;Alto;04/06/2023
43429533000104;Medio;04/06/2023
43432523000110;Medio;04/06/2023
43433675000137;Alto;04/06/2023
43438120000188;Medio;04/06/2023
43442891000149;Medio;04/06/2023
43443361000115;Baixo;04/06/2023
43444614000175;Medio;04/06/2023
43446587000170;Alto;04/06/2023
43451999000106;Medio;04/06/2023
43453142000117;Medio;04/06/2023
43453924000156;Medio;04/06/2023
43454236000100;Medio;04/06/2023
43455979000103;Alto;04/06/2023
43456190000169;Medio;04/06/2023
43457086000199;Medio;04/06/2023
43462357002490;Baixo;04/06/2023
43465529000193;Alto;04/06/2023
43467224000110;Alto;04/06/2023
43468930000187;Baixo;04/06/2023
43470988000165;Alto;04/06/2023
43471217000192;Alto;04/06/2023
43471963000186;Medio;04/06/2023
43474210000124;Alto;04/06/2023
43478804000103;Alto;04/06/2023
43478928000199;Baixo;04/06/2023
43484947000128;Medio;04/06/2023
43486175000163;Baixo;04/06/2023
43488320000145;Alto;04/06/2023
43488990000161;Medio;04/06/2023
43489233000102;Alto;04/06/2023
43489975000138;Alto;04/06/2023
43497741000132;Medio;04/06/2023
43503599000199;Muito baixo;04/06/2023
43505954000169;Medio;04/06/2023
43508157000135;Medio;04/06/2023
43510770000197;Medio;04/06/2023
43514818000135;Medio;04/06/2023
43521229000184;Medio;04/06/2023
43523391000131;Medio;04/06/2023
43530729000182;Alto;04/06/2023
43534190000130;Medio;04/06/2023
43536112000174;Alto;04/06/2023
43541896000129;Medio;04/06/2023
43546187000136;Baixo;04/06/2023
43547105000178;Medio;04/06/2023
43551955000140;Alto;04/06/2023
43556396000160;Medio;04/06/2023
43557809000121;Alto;04/06/2023
43560112000100;Medio;04/06/2023
43565655000110;Medio;04/06/2023
43565689000104;Baixo;04/06/2023
43570764000125;Alto;04/06/2023
43573015000151;Baixo;04/06/2023
43574138000107;Medio;04/06/2023
43576946000103;Baixo;04/06/2023
43579240000103;Medio;04/06/2023
43579604000147;Medio;04/06/2023
43581093000106;Medio;04/06/2023
43581267000122;Alto;04/06/2023
43581447000104;Medio;04/06/2023
43583112000125;Medio;04/06/2023
43593484000132;Alto;04/06/2023
43596730000100;Baixo;04/06/2023
43597342000143;Medio;04/06/2023
43599443000153;Alto;04/06/2023
43601916000100;Medio;04/06/2023
43602522000176;Medio;04/06/2023
43603965000181;Medio;04/06/2023
43606173000160;Muito baixo;04/06/2023
43607725000155;Alto;04/06/2023
43615131000196;Medio;04/06/2023
43619489000197;Baixo;04/06/2023
43621772000153;Alto;04/06/2023
43623114000109;Baixo;04/06/2023
43626724000158;Alto;04/06/2023
43627698000182;Medio;04/06/2023
43630495000145;Alto;04/06/2023
43632594000166;Medio;04/06/2023
43634143000168;Medio;04/06/2023
43634515000156;Medio;04/06/2023
43634581000126;Medio;04/06/2023
43639300000128;Medio;04/06/2023
43640883000107;Medio;04/06/2023
43641843000180;Medio;04/06/2023
43642043000183;Baixo;04/06/2023
43642332000182;Medio;04/06/2023
43646149000155;Alto;04/06/2023
43646896000193;Baixo;04/06/2023
43647624000108;Alto;04/06/2023
43651076000190;Alto;04/06/2023
43652405000117;Alto;04/06/2023
43654634000170;Baixo;04/06/2023
43655651000122;Alto;04/06/2023
43658922000101;Alto;04/06/2023
43659254000129;Alto;04/06/2023
43659487000121;Baixo;04/06/2023
43659538000115;Medio;04/06/2023
43665832000130;Medio;04/06/2023
43666089000132;Alto;04/06/2023
43675885000131;Alto;04/06/2023
43677286000157;Medio;04/06/2023
43680662000162;Alto;04/06/2023
43683282000181;Medio;04/06/2023
43684657000128;Alto;04/06/2023
43689499000107;Alto;04/06/2023
43695985000120;Medio;04/06/2023
43697041000191;Alto;04/06/2023
43698495000187;Medio;04/06/2023
43698986000128;Medio;04/06/2023
43700513000118;Alto;04/06/2023
43702150000150;Medio;04/06/2023
43705436000199;Baixo;04/06/2023
43720068000158;Alto;04/06/2023
43721517000182;Medio;04/06/2023
43722047000171;Alto;04/06/2023
43724583000106;Baixo;04/06/2023
43727796000191;Alto;04/06/2023
43729370000177;Medio;04/06/2023
43733067000148;Baixo;04/06/2023
43734277000150;Baixo;04/06/2023
43735988000140;Medio;04/06/2023
43737262000146;Medio;04/06/2023
43738122000192;Medio;04/06/2023
43750089000116;Alto;04/06/2023
43751435000180;Medio;04/06/2023
43752396000136;Baixo;04/06/2023
43756875000120;Medio;04/06/2023
43757489000153;Medio;04/06/2023
43763999000133;Alto;04/06/2023
43765840000158;Medio;04/06/2023
43766265000108;Medio;04/06/2023
43766665000113;Baixo;04/06/2023
43769912000135;Medio;04/06/2023
43776517000180;Alto;04/06/2023
43777970000100;Medio;04/06/2023
43780930000118;Medio;04/06/2023
43781534000105;Alto;04/06/2023
43783823000143;Medio;04/06/2023
43791715000112;Medio;04/06/2023
43793386000149;Muito baixo;04/06/2023
43794985000187;Medio;04/06/2023
43797930000120;Alto;04/06/2023
43797964000115;Medio;04/06/2023
43800981000164;Medio;04/06/2023
43802286000131;Medio;04/06/2023
43802358000140;Medio;04/06/2023
43804230000116;Alto;04/06/2023
43807352000166;Medio;04/06/2023
43807625000172;Alto;04/06/2023
43808729000100;Medio;04/06/2023
43809020000110;Medio;04/06/2023
43813618000183;Medio;04/06/2023
43815689000115;Medio;04/06/2023
43818470000170;Baixo;04/06/2023
43819342000140;Medio;04/06/2023
43825023000148;Medio;04/06/2023
43830730000122;Medio;04/06/2023
43836141000151;Medio;04/06/2023
43838795000114;Medio;04/06/2023
43841842000189;Alto;04/06/2023
43848864000170;Alto;04/06/2023
43851308000153;Alto;04/06/2023
43856554000106;Alto;04/06/2023
43859187000196;Baixo;04/06/2023
43859311000113;Baixo;04/06/2023
43859331000194;Medio;04/06/2023
43862394000108;Baixo;04/06/2023
43864597000125;Medio;04/06/2023
43866877000172;Medio;04/06/2023
43872592000144;Muito baixo;04/06/2023
43874482000111;Baixo;04/06/2023
43876690000150;Medio;04/06/2023
43877970000182;Medio;04/06/2023
43878290000183;Medio;04/06/2023
43882884000168;Medio;04/06/2023
43883010000125;Baixo;04/06/2023
43883460000118;Alto;04/06/2023
43890740000153;Medio;04/06/2023
43890984000136;Alto;04/06/2023
43891558000117;Medio;04/06/2023
43898088000113;Medio;04/06/2023
43900642000150;Medio;04/06/2023
43904714000137;Medio;04/06/2023
43911200000109;Medio;04/06/2023
43915298000172;Medio;04/06/2023
43915520000137;Medio;04/06/2023
43915959000160;Alto;04/06/2023
43916819000106;Medio;04/06/2023
43919862000125;Alto;04/06/2023
43925308000150;Alto;04/06/2023
43929848000102;Alto;04/06/2023
43933314000150;Medio;04/06/2023
43938434000140;Alto;04/06/2023
43940811000185;Medio;04/06/2023
43941318000180;Alto;04/06/2023
43945192000111;Alto;04/06/2023
43951761000131;Alto;04/06/2023
43954168000149;Medio;04/06/2023
43957246000169;Alto;04/06/2023
43959371000108;Alto;04/06/2023
43962124000160;Medio;04/06/2023
43966107000100;Medio;04/06/2023
43970044000157;Medio;04/06/2023
43970111000133;Medio;04/06/2023
43970361000173;Medio;04/06/2023
43975420000104;Medio;04/06/2023
43983448000185;Baixo;04/06/2023
43985227000146;Medio;04/06/2023
43985881000150;Medio;04/06/2023
43986027000108;Medio;04/06/2023
43986816000149;Alto;04/06/2023
43987368000106;Medio;04/06/2023
43988839000192;Medio;04/06/2023
43991729000180;Medio;04/06/2023
43996098000191;Baixo;04/06/2023
44001200000134;Medio;04/06/2023
44007855000110;Alto;04/06/2023
44007859000106;Medio;04/06/2023
44011950000197;Medio;04/06/2023
44013570000191;Baixo;04/06/2023
44019129000117;Medio;04/06/2023
44019848000138;Medio;04/06/2023
44020532000166;Medio;04/06/2023
44021395000184;Alto;04/06/2023
44024437000130;Alto;04/06/2023
44026077000106;Medio;04/06/2023
44031356000168;Medio;04/06/2023
44031485000156;Medio;04/06/2023
44032879000129;Alto;04/06/2023
44035727000180;Medio;04/06/2023
44038309000146;Medio;04/06/2023
44038835000106;Baixo;04/06/2023
44041789000102;Alto;04/06/2023
44041867000160;Medio;04/06/2023
44043900000191;Alto;04/06/2023
44044291000195;Alto;04/06/2023
44046310000112;Alto;04/06/2023
44049603000153;Alto;04/06/2023
44049680000103;Medio;04/06/2023
44050271000127;Baixo;04/06/2023
44053790000149;Alto;04/06/2023
44054266000192;Medio;04/06/2023
44057019000140;Medio;04/06/2023
44058946000184;Alto;04/06/2023
44061863000144;Alto;04/06/2023
44062807000124;Medio;04/06/2023
44064779000184;Alto;04/06/2023
44065676000139;Medio;04/06/2023
44066955000117;Baixo;04/06/2023
44067511000104;Alto;04/06/2023
44068007000110;Medio;04/06/2023
44071963000151;Baixo;04/06/2023
44073002000186;Medio;04/06/2023
44073207000161;Medio;04/06/2023
44079699000100;Baixo;04/06/2023
44086182000130;Medio;04/06/2023
44088724000104;Medio;04/06/2023
44095780000176;Medio;04/06/2023
44099195000144;Muito baixo;04/06/2023
44100817000107;Medio;04/06/2023
44102277000109;Alto;04/06/2023
44104519000195;Alto;04/06/2023
44104523000153;Medio;04/06/2023
44104858000171;Alto;04/06/2023
44107980000100;Medio;04/06/2023
44108378000189;Alto;04/06/2023
44110709000115;Baixo;04/06/2023
44125587000130;Medio;04/06/2023
44127639000108;Baixo;04/06/2023
44129739000173;Medio;04/06/2023
44130725000170;Medio;04/06/2023
44131079000165;Medio;04/06/2023
44131360000106;Alto;04/06/2023
