cnpj;dt_abertura;matriz_empresa;cod_cnae_principal;dsc_cnae_principal;dsc_ramo_atividade;dsc_setor;end_cep;end_municipio;end_uf;end_regiao;end_mesorregiao;situacao_cadastral;dt_carga
41192317000154;2021-03-12;true;8219999;PREPARACAO DE DOCUMENTOS E SERVICOS ESPECIALIZADOS DE APOIO ADMINISTRATIVO NAO ESPECIFICADOS ANTERIORMENTE;SERVICOS ADMINISTRATIVOS;SERVICOS;33030470;SANTA LUZIA;MG;SUDESTE;METROPOLITANA DE BELO HORIZONTE;"ATIVA";04/06/2023
41194240000151;2021-03-12;true;5611203;LANCHONETES CASAS DE CHA DE SUCOS E SIMILARES;SERVICOS DE ALOJAMENTO/ALIMENTACAO;SERVICOS;99999999;CARAPICUIBA;SP;SUDESTE;METROPOLITANA DE SAO PAULO;"ATIVA";04/06/2023
41198050000102;2021-03-12;true;8599604;TREINAMENTO EM DESENVOLVIMENTO PROFISSIONAL E GERENCIAL;SERVICOS DE EDUCACAO;SERVICOS;71931540;BRASILIA;DF;CENTRO-OESTE;DISTRITO FEDERAL;"ATIVA";04/06/2023
41198877000116;2021-03-12;true;8599699;OUTRAS ATIVIDADES DE ENSINO NAO ESPECIFICADAS ANTERIORMENTE;SERVICOS DE EDUCACAO;SERVICOS;61810230;PACATUBA;CE;NORDESTE;METROPOLITANA DE FORTALEZA;"ATIVA";04/06/2023
41199547000145;2021-03-12;true;8219999;PREPARACAO DE DOCUMENTOS E SERVICOS ESPECIALIZADOS DE APOIO ADMINISTRATIVO NAO ESPECIFICADOS ANTERIORMENTE;SERVICOS ADMINISTRATIVOS;SERVICOS;25965700;TERESOPOLIS;RJ;SUDESTE;METROPOLITANA DO RIO DE JANEIRO;"ATIVA";04/06/2023
41209477000169;2021-03-15;true;4520001;SERVICOS DE MANUTENCAO E REPARACAO MECANICA DE VEICULOS AUTOMOTORES;VAREJO;COMERCIO;35700409;SETE LAGOAS;MG;SUDESTE;METROPOLITANA DE BELO HORIZONTE;"ATIVA";04/06/2023
41213665000160;2021-03-15;true;4520001;SERVICOS DE MANUTENCAO E REPARACAO MECANICA DE VEICULOS AUTOMOTORES;VAREJO;COMERCIO;99999999;SAO BERNARDO DO CAMPO;SP;SUDESTE;METROPOLITANA DE SAO PAULO;"ATIVA";04/06/2023
41214038000144;2021-03-15;true;5611201;RESTAURANTES E SIMILARES;SERVICOS DE ALOJAMENTO/ALIMENTACAO;SERVICOS;24110444;NITEROI;RJ;SUDESTE;METROPOLITANA DO RIO DE JANEIRO;"ATIVA";04/06/2023
41214046000190;2021-03-15;true;1091102;FABRICACAO DE PRODUTOS DE PADARIA E CONFEITARIA COM PREDOMINANCIA DE PRODUCAO PROPRIA;BENS DE CONSUMO;INDUSTRIA;99999999;RIBEIRAO PIRES;SP;SUDESTE;METROPOLITANA DE SAO PAULO;"ATIVA";04/06/2023
41214509000114;2021-03-15;true;8219999;PREPARACAO DE DOCUMENTOS E SERVICOS ESPECIALIZADOS DE APOIO ADMINISTRATIVO NAO ESPECIFICADOS ANTERIORMENTE;SERVICOS ADMINISTRATIVOS;SERVICOS;99999999;ITAQUAQUECETUBA;SP;SUDESTE;METROPOLITANA DE SAO PAULO;"ATIVA";04/06/2023
41214690000169;2021-03-15;true;6399200;OUTRAS ATIVIDADES DE PRESTACAO DE SERVICOS DE INFORMACAO NAO ESPECIFICADAS ANTERIORMENTE;INDUSTRIA DIGITAL;SERVICOS;99999999;SAO PAULO;SP;SUDESTE;METROPOLITANA DE SAO PAULO;"ATIVA";04/06/2023
41220212000161;2021-03-15;true;8599699;OUTRAS ATIVIDADES DE ENSINO NAO ESPECIFICADAS ANTERIORMENTE;SERVICOS DE EDUCACAO;SERVICOS;21931250;RIO DE JANEIRO;RJ;SUDESTE;METROPOLITANA DO RIO DE JANEIRO;"ATIVA";04/06/2023
41223247000154;2021-03-15;true;5620104;FORNECIMENTO DE ALIMENTOS PREPARADOS PREPONDERANTEMENTE PARA CONSUMO DOMICILIAR;SERVICOS DE ALOJAMENTO/ALIMENTACAO;SERVICOS;99999999;SAO PAULO;SP;SUDESTE;METROPOLITANA DE SAO PAULO;"ATIVA";04/06/2023
41227332000190;2021-03-16;true;5611203;LANCHONETES CASAS DE CHA DE SUCOS E SIMILARES;SERVICOS DE ALOJAMENTO/ALIMENTACAO;SERVICOS;12445510;PINDAMONHANGABA;SP;SUDESTE;VALE DO PARAIBA PAULISTA;"ATIVA";04/06/2023
41228943000153;2021-03-16;true;5320202;SERVICOS DE ENTREGA RAPIDA;TRANSPORTE;SERVICOS;79071122;CAMPO GRANDE;MS;CENTRO-OESTE;CENTRO NORTE DE MATO GROSSO DO SUL;"ATIVA";04/06/2023
41234833000102;2021-03-16;true;4763602;COMERCIO VAREJISTA DE ARTIGOS ESPORTIVOS;VAREJO;COMERCIO;11420440;GUARUJA;SP;SUDESTE;METROPOLITANA DE SAO PAULO;"ATIVA";04/06/2023
41235815000137;2021-03-16;true;8599604;TREINAMENTO EM DESENVOLVIMENTO PROFISSIONAL E GERENCIAL;SERVICOS DE EDUCACAO;SERVICOS;32604194;BETIM;MG;SUDESTE;METROPOLITANA DE BELO HORIZONTE;"ATIVA";04/06/2023
41235950000182;2021-03-16;true;1610203;SERRARIAS COM DESDOBRAMENTO DE MADEIRA EM BRUTO;BENS DE CONSUMO;INDUSTRIA;97716106;SANTIAGO;RS;SUL;CENTRO OCIDENTAL RIO GRANDENSE;"ATIVA";04/06/2023
41238696000176;2021-03-16;true;4724500;COMERCIO VAREJISTA DE HORTIFRUTIGRANJEIROS;VAREJO;COMERCIO;11790000;PEDRO DE TOLEDO;SP;SUDESTE;LITORAL SUL PAULISTA;"ATIVA";04/06/2023
41243967000181;2021-03-17;true;2542000;FABRICACAO DE ARTIGOS DE SERRALHERIA EXCETO ESQUADRIAS;SIDERURGICA-METALURGIA;INDUSTRIA;57035682;MACEIO;AL;NORDESTE;LESTE ALAGOANO;"ATIVA";04/06/2023
41245791000105;2021-03-17;true;5612100;SERVICOS AMBULANTES DE ALIMENTACAO;SERVICOS DE ALOJAMENTO/ALIMENTACAO;SERVICOS;79904596;PONTA PORA;MS;CENTRO-OESTE;SUDOESTE DE MATO GROSSO DO SUL;"ATIVA";04/06/2023
41248130000125;2021-03-17;true;5229099;OUTRAS ATIVIDADES AUXILIARES DOS TRANSPORTES TERRESTRES NAO ESPECIFICADAS ANTERIORMENTE;TRANSPORTE;SERVICOS;46270000;PIRIPA;BA;NORDESTE;CENTRO SUL BAIANO;"ATIVA";04/06/2023
41248851000135;2021-03-17;true;5611201;RESTAURANTES E SIMILARES;SERVICOS DE ALOJAMENTO/ALIMENTACAO;SERVICOS;32410136;IBIRITE;MG;SUDESTE;METROPOLITANA DE BELO HORIZONTE;"ATIVA";04/06/2023
41249340000138;2021-03-17;true;9602501;CABELEIREIROS MANICURE E PEDICURE;SERVICOS DIVERSOS;SERVICOS;24731020;SAO GONCALO;RJ;SUDESTE;METROPOLITANA DO RIO DE JANEIRO;"ATIVA";04/06/2023
41252852000153;2021-03-17;true;4781400;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;VAREJO;COMERCIO;95770000;FELIZ;RS;SUL;METROPOLITANA DE PORTO ALEGRE;"ATIVA";04/06/2023
41257929000188;2021-03-17;true;4723700;COMERCIO VAREJISTA DE BEBIDAS;VAREJO;COMERCIO;57609899;PALMEIRA DOS INDIOS;AL;NORDESTE;AGRESTE ALAGOANO;"ATIVA";04/06/2023
41259710000118;2021-03-17;true;4511103;COMERCIO POR ATACADO DE AUTOMOVEIS CAMIONETAS E UTILITARIOS NOVOS E USADOS;VAREJO;COMERCIO;55560000;BARREIROS;PE;NORDESTE;MATA PERNAMBUCANA;"ATIVA";04/06/2023
41260136000118;2021-03-18;true;7319002;PROMOCAO DE VENDAS;SERVICOS PROFISSIONAIS E TECNICOS;SERVICOS;95800000;VENANCIO AIRES;RS;SUL;CENTRO ORIENTAL RIO GRANDENSE;"ATIVA";04/06/2023
41262252000176;2021-03-18;true;2511000;FABRICACAO DE ESTRUTURAS METALICAS;SIDERURGICA-METALURGIA;INDUSTRIA;58200000;GUARABIRA;PB;NORDESTE;AGRESTE PARAIBANO;"ATIVA";04/06/2023
41265572000180;2021-03-18;true;6209100;SUPORTE TECNICO MANUTENCAO E OUTROS SERVICOS EM TECNOLOGIA DA INFORMACAO;INDUSTRIA DIGITAL;SERVICOS;19026260;PRESIDENTE PRUDENTE;SP;SUDESTE;PRESIDENTE PRUDENTE;"ATIVA";04/06/2023
41269959000104;2021-03-18;true;9602502;ATIVIDADES DE ESTETICA E OUTROS SERVICOS DE CUIDADOS COM A BELEZA;SERVICOS DIVERSOS;SERVICOS;89212325;JOINVILLE;SC;SUL;NORTE CATARINENSE;"ATIVA";04/06/2023
41271764000107;2021-03-18;true;8219999;PREPARACAO DE DOCUMENTOS E SERVICOS ESPECIALIZADOS DE APOIO ADMINISTRATIVO NAO ESPECIFICADOS ANTERIORMENTE;SERVICOS ADMINISTRATIVOS;SERVICOS;38050600;UBERABA;MG;SUDESTE;TRIANGULO MINEIRO ALTO PARANAIBA;"ATIVA";04/06/2023
41272065000173;2021-03-18;true;1412602;CONFECCAO SOB MEDIDA DE PECAS DO VESTUARIO EXCETO ROUPAS INTIMAS;BENS DE CONSUMO;INDUSTRIA;23012006;RIO DE JANEIRO;RJ;SUDESTE;METROPOLITANA DO RIO DE JANEIRO;"ATIVA";04/06/2023
41272189000159;2021-03-18;true;5812301;EDICAO DE JORNAIS DIARIOS;TELECOM;SERVICOS;31540410;BELO HORIZONTE;MG;SUDESTE;METROPOLITANA DE BELO HORIZONTE;"ATIVA";04/06/2023
41276104000100;2021-03-19;true;8219999;PREPARACAO DE DOCUMENTOS E SERVICOS ESPECIALIZADOS DE APOIO ADMINISTRATIVO NAO ESPECIFICADOS ANTERIORMENTE DISPENSADA;SERVICOS ADMINISTRATIVOS;SERVICOS;37775000;SANTA RITA DE CALDAS;MG;SUDESTE;SUL SUDOESTE DE MINAS;"ATIVA";04/06/2023
41277785000121;2021-03-19;true;9521500;REPARACAO E MANUTENCAO DE EQUIPAMENTOS ELETROELETRONICOS DE USO PESSOAL E DOMESTICO;SERVICOS PROFISSIONAIS E TECNICOS;SERVICOS;78850000;PRIMAVERA DO LESTE;MT;CENTRO-OESTE;SUDESTE MATO GROSSENSE;"ATIVA";04/06/2023
41278067000170;2021-03-19;true;4322302;INSTALACAO E MANUTENCAO DE SISTEMAS CENTRAIS DE AR CONDICIONADO DE VENTILACAO E REFRIGERACAO;INDUSTRIA DA CONSTRUCAO;CONSTRUCAO CIVIL;51200070;RECIFE;PE;NORDESTE;METROPOLITANA DE RECIFE;"ATIVA";04/06/2023
41279032000155;2021-03-19;true;4772500;COMERCIO VAREJISTA DE COSMETICOS PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL;VAREJO;COMERCIO;45120000;BARRA DO CHOCA;BA;NORDESTE;CENTRO SUL BAIANO;"ATIVA";04/06/2023
41280381000197;2021-03-19;true;5812301;EDICAO DE JORNAIS DIARIOS;TELECOM;SERVICOS;65071200;SAO LUIS;MA;NORDESTE;NORTE MARANHENSE;"ATIVA";04/06/2023
41282433000164;2021-03-19;true;5611201;RESTAURANTES E SIMILARES;SERVICOS DE ALOJAMENTO/ALIMENTACAO;SERVICOS;44300000;CACHOEIRA;BA;NORDESTE;METROPOLITANA DE SALVADOR;"ATIVA";04/06/2023
41284610000141;2021-03-19;true;1540800;FABRICACAO DE PARTES PARA CALCADOS DE QUALQUER MATERIAL;BENS DE CONSUMO;INDUSTRIA;35523414;NOVA SERRANA;MG;SUDESTE;OESTE DE MINAS;"ATIVA";04/06/2023
41285632000126;2021-03-19;true;4686902;COMERCIO ATACADISTA DE EMBALAGENS;ATACADO;COMERCIO;88820000;ICARA;SC;SUL;SUL CATARINENSE;"ATIVA";04/06/2023
41286566000109;2021-03-19;true;5812302;EDICAO DE JORNAIS NAO DIARIOS;TELECOM;SERVICOS;29060050;VITORIA;ES;SUDESTE;CENTRAL ESPIRITO SANTENSE;"ATIVA";04/06/2023
41287182000100;2021-03-19;true;3299099;FABRICACAO DE PRODUTOS DIVERSOS NAO ESPECIFICADOS ANTERIORMENTE;DIVERSOS;INDUSTRIA;25655020;PETROPOLIS;RJ;SUDESTE;METROPOLITANA DO RIO DE JANEIRO;"ATIVA";04/06/2023
41287540000185;2021-03-19;true;5819100;EDICAO DE CADASTROS LISTAS E DE OUTROS PRODUTOS GRAFICOS;TELECOM;SERVICOS;99999999;SAO PAULO;SP;SUDESTE;METROPOLITANA DE SAO PAULO;"ATIVA";04/06/2023
41292419000141;2021-03-20;true;5229099;OUTRAS ATIVIDADES AUXILIARES DOS TRANSPORTES TERRESTRES NAO ESPECIFICADAS ANTERIORMENTE;TRANSPORTE;SERVICOS;99999999;ITAPEVI;SP;SUDESTE;METROPOLITANA DE SAO PAULO;"ATIVA";04/06/2023
41297773000169;2021-03-22;true;6190699;OUTRAS ATIVIDADES DE TELECOMUNICACOES NAO ESPECIFICADAS ANTERIORMENTE;TELECOM;SERVICOS;80610260;CURITIBA;PR;SUL;METROPOLITANA DE CURITIBA;"ATIVA";04/06/2023
41301104000113;2021-03-22;true;4520002;SERVICOS DE LANTERNAGEM OU FUNILARIA E PINTURA DE VEICULOS AUTOMOTORES;VAREJO;COMERCIO;45055816;VITORIA DA CONQUISTA;BA;NORDESTE;CENTRO SUL BAIANO;"ATIVA";04/06/2023
41301994000163;2021-03-22;true;9602501;CABELEIREIROS MANICURE E PEDICURE;SERVICOS DIVERSOS;SERVICOS;35540000;OLIVEIRA;MG;SUDESTE;OESTE DE MINAS;"ATIVA";04/06/2023
41304228000152;2021-03-22;true;5611203;LANCHONETES CASAS DE CHA DE SUCOS E SIMILARES;SERVICOS DE ALOJAMENTO/ALIMENTACAO;SERVICOS;95590000;TRAMANDAI;RS;SUL;METROPOLITANA DE PORTO ALEGRE;"ATIVA";04/06/2023
41308028000178;2021-03-22;true;6911701;SERVICOS ADVOCATICIOS DISPENSADA;SERVICOS PROFISSIONAIS E TECNICOS;SERVICOS;37200354;LAVRAS;MG;SUDESTE;CAMPO DAS VERTENTES;"ATIVA";04/06/2023
41308997000129;2021-03-22;true;1623400;FABRICACAO DE ARTEFATOS DE TANOARIA E DE EMBALAGENS DE MADEIRA;BENS DE CONSUMO;INDUSTRIA;38414419;UBERLANDIA;MG;SUDESTE;TRIANGULO MINEIRO ALTO PARANAIBA;"ATIVA";04/06/2023
41309372000181;2021-03-22;true;7420001;ATIVIDADES DE PRODUCAO DE FOTOGRAFIAS EXCETO AEREA E SUBMARINA;SERVICOS PROFISSIONAIS E TECNICOS;SERVICOS;99999999;SAO PAULO;SP;SUDESTE;METROPOLITANA DE SAO PAULO;"ATIVA";04/06/2023
41311740000126;2021-03-22;true;5611203;LANCHONETES CASAS DE CHA DE SUCOS E SIMILARES;SERVICOS DE ALOJAMENTO/ALIMENTACAO;SERVICOS;36520000;VISCONDE DO RIO BRANCO;MG;SUDESTE;ZONA DA MATA;"ATIVA";04/06/2023
41312008000170;2021-03-22;true;4781400;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;VAREJO;COMERCIO;24722230;SAO GONCALO;RJ;SUDESTE;METROPOLITANA DO RIO DE JANEIRO;"ATIVA";04/06/2023
41319612000129;2021-03-23;true;4399103;OBRAS DE ALVENARIA;INDUSTRIA DA CONSTRUCAO;CONSTRUCAO CIVIL;35995000;SAO DOMINGOS DO PRATA;MG;SUDESTE;METROPOLITANA DE BELO HORIZONTE;"ATIVA";04/06/2023
41324378000128;2021-03-23;true;4789099;COMERCIO VAREJISTA DE OUTROS PRODUTOS NAO ESPECIFICADOS ANTERIORMENTE;VAREJO;COMERCIO;98805427;SANTO ANGELO;RS;SUL;NOROESTE RIO GRANDENSE;"ATIVA";04/06/2023
41325532000186;2021-03-23;true;4755503;COMERCIO VAREJISTA DE ARTIGOS DE CAMA MESA E BANHO;VAREJO;COMERCIO;88113720;SAO JOSE;SC;SUL;GRANDE FLORIANOPOLIS;"ATIVA";04/06/2023
41325924000145;2021-03-23;true;5620104;FORNECIMENTO DE ALIMENTOS PREPARADOS PREPONDERANTEMENTE PARA CONSUMO DOMICILIAR;SERVICOS DE ALOJAMENTO/ALIMENTACAO;SERVICOS;75251551;SENADOR CANEDO;GO;CENTRO-OESTE;CENTRO GOIANO;"ATIVA";04/06/2023
41326572000142;2021-03-23;true;4399103;OBRAS DE ALVENARIA;INDUSTRIA DA CONSTRUCAO;CONSTRUCAO CIVIL;99999999;MAUA;SP;SUDESTE;METROPOLITANA DE SAO PAULO;"ATIVA";04/06/2023
41327189000109;2021-03-23;true;4744099;COMERCIO VAREJISTA DE MATERIAIS DE CONSTRUCAO EM GERAL;VAREJO;COMERCIO;45828156;EUNAPOLIS;BA;NORDESTE;SUL BAIANO;"ATIVA";04/06/2023
41328278000170;2021-03-23;true;1091102;FABRICACAO DE PRODUTOS DE PADARIA E CONFEITARIA COM PREDOMINANCIA DE PRODUCAO PROPRIA;BENS DE CONSUMO;INDUSTRIA;23016310;RIO DE JANEIRO;RJ;SUDESTE;METROPOLITANA DO RIO DE JANEIRO;"ATIVA";04/06/2023
41328984000111;2021-03-23;true;2539001;SERVICOS DE USINAGEM TORNEARIA E SOLDA;SIDERURGICA-METALURGIA;INDUSTRIA;78525000;MATUPA;MT;CENTRO-OESTE;NORTE MATO GROSSENSE;"ATIVA";04/06/2023
41329371000107;2021-03-23;true;3314707;MANUTENCAO E REPARACAO DE MAQUINAS E APARELHOS DE REFRIGERACAO E VENTILACAO PARA USO INDUSTRIAL E COMERCIAL;SERVICOS DIVERSOS;SERVICOS;54325705;JABOATAO DOS GUARARAPES;PE;NORDESTE;METROPOLITANA DE RECIFE;"ATIVA";04/06/2023
41331361000106;2021-03-24;true;6821801;CORRETAGEM NA COMPRA E VENDA E AVALIACAO DE IMOVEIS DISPENSADA;SERVICOS ADMINISTRATIVOS;SERVICOS;88215000;BOMBINHAS;SC;SUL;VALE DO ITAJAI;"ATIVA";04/06/2023
41332539000125;2021-03-24;true;7490104;ATIVIDADES DE INTERMEDIACAO E AGENCIAMENTO DE SERVICOS E NEGOCIOS EM GERAL EXCETO IMOBILIARIOS;SERVICOS PROFISSIONAIS E TECNICOS;SERVICOS;29890000;MONTANHA;ES;SUDESTE;LITORAL NORTE ESPIRITO SANTENSE;"ATIVA";04/06/2023
41336042000185;2021-03-24;true;8599699;OUTRAS ATIVIDADES DE ENSINO NAO ESPECIFICADAS ANTERIORMENTE;SERVICOS DE EDUCACAO;SERVICOS;28053100;CAMPOS DOS GOYTACAZES;RJ;SUDESTE;NORTE FLUMINENSE;"ATIVA";04/06/2023
41337363000102;2021-03-24;true;4120400;CONSTRUCAO DE EDIFICIOS;INDUSTRIA DA CONSTRUCAO;CONSTRUCAO CIVIL;80530000;CURITIBA;PR;SUL;METROPOLITANA DE CURITIBA;"ATIVA";04/06/2023
41339785000109;2021-03-24;true;4520005;SERVICOS DE LAVAGEM LUBRIFICACAO E POLIMENTO DE VEICULOS AUTOMOTORES;VAREJO;COMERCIO;98700000;IJUI;RS;SUL;NOROESTE RIO GRANDENSE;"ATIVA";04/06/2023
41340962000177;2021-03-24;true;4755503;COMERCIO VAREJISTA DE ARTIGOS DE CAMA MESA E BANHO;VAREJO;COMERCIO;98740000;AUGUSTO PESTANA;RS;SUL;NOROESTE RIO GRANDENSE;"ATIVA";04/06/2023
41341399000151;2021-03-24;true;4722901;COMERCIO VAREJISTA DE CARNES ACOUGUES;VAREJO;COMERCIO;99999999;SAO PAULO;SP;SUDESTE;METROPOLITANA DE SAO PAULO;"ATIVA";04/06/2023
41343024000120;2021-03-24;true;4782201;COMERCIO VAREJISTA DE CALCADOS;VAREJO;COMERCIO;99999999;SAO PAULO;SP;SUDESTE;METROPOLITANA DE SAO PAULO;"ATIVA";04/06/2023
41345216000176;1995-03-08;true;9420100;ATIVIDADES DE ORGANIZACOES SINDICAIS;SERVICOS DIVERSOS;SERVICOS;63600000;SENADOR POMPEU;CE;NORDESTE;SERTOES CEARENSES;"ATIVA";04/06/2023
41345239000180;2021-03-24;true;8599604;TREINAMENTO EM DESENVOLVIMENTO PROFISSIONAL E GERENCIAL;SERVICOS DE EDUCACAO;SERVICOS;99999999;GUARULHOS;SP;SUDESTE;METROPOLITANA DE SAO PAULO;"ATIVA";04/06/2023
41349040000120;2021-03-25;true;4744099;COMERCIO VAREJISTA DE MATERIAIS DE CONSTRUCAO EM GERAL;VAREJO;COMERCIO;99999999;MOGI DAS CRUZES;SP;SUDESTE;METROPOLITANA DE SAO PAULO;"ATIVA";04/06/2023
41353837000100;2021-03-25;true;4723700;COMERCIO VAREJISTA DE BEBIDAS;VAREJO;COMERCIO;64110000;JOSE DE FREITAS;PI;NORDESTE;CENTRO NORTE PIAUIENSE;"ATIVA";04/06/2023
41354407000102;2021-03-25;true;4789002;COMERCIO VAREJISTA DE PLANTAS E FLORES NATURAIS;VAREJO;COMERCIO;23028713;RIO DE JANEIRO;RJ;SUDESTE;METROPOLITANA DO RIO DE JANEIRO;"ATIVA";04/06/2023
41358589000181;2021-03-25;true;7319002;PROMOCAO DE VENDAS;SERVICOS PROFISSIONAIS E TECNICOS;SERVICOS;78300000;TANGARA DA SERRA;MT;CENTRO-OESTE;SUDOESTE MATO GROSSENSE;"ATIVA";04/06/2023
41359122000156;2021-03-25;true;8219999;PREPARACAO DE DOCUMENTOS E SERVICOS ESPECIALIZADOS DE APOIO ADMINISTRATIVO NAO ESPECIFICADOS ANTERIORMENTE;SERVICOS ADMINISTRATIVOS;SERVICOS;83040030;SAO JOSE DOS PINHAIS;PR;SUL;METROPOLITANA DE CURITIBA;"ATIVA";04/06/2023
41359310000184;2021-03-25;true;4729699;COMERCIO VAREJISTA DE PRODUTOS ALIMENTICIOS EM GERAL OU ESPECIALIZADO EM PRODUTOS ALIMENTICIOS NAO ESPECIFICADOS ANTERIORMENTE;VAREJO;COMERCIO;35666000;MARAVILHAS;MG;SUDESTE;METROPOLITANA DE BELO HORIZONTE;"ATIVA";04/06/2023
41363373000104;2021-03-26;true;4781400;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;VAREJO;COMERCIO;78850000;PRIMAVERA DO LESTE;MT;CENTRO-OESTE;SUDESTE MATO GROSSENSE;"ATIVA";04/06/2023
41367162000140;2021-03-26;true;4754701;COMERCIO VAREJISTA DE MOVEIS;VAREJO;COMERCIO;53220375;OLINDA;PE;NORDESTE;METROPOLITANA DE RECIFE;"ATIVA";04/06/2023
41369377000108;2021-03-26;true;4781400;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;VAREJO;COMERCIO;58411160;CAMPINA GRANDE;PB;NORDESTE;AGRESTE PARAIBANO;"ATIVA";04/06/2023
41370341000136;2021-03-26;true;4781400;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;VAREJO;COMERCIO;94824300;ALVORADA;RS;SUL;METROPOLITANA DE PORTO ALEGRE;"ATIVA";04/06/2023
41376706000130;2021-03-27;true;4751201;COMERCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS E SUPRIMENTOS DE INFORMATICA;VAREJO;COMERCIO;86072470;LONDRINA;PR;SUL;NORTE CENTRAL PARANAENSE;"ATIVA";04/06/2023
41377421000113;2021-03-27;true;4399103;OBRAS DE ALVENARIA;INDUSTRIA DA CONSTRUCAO;CONSTRUCAO CIVIL;91750735;PORTO ALEGRE;RS;SUL;METROPOLITANA DE PORTO ALEGRE;"ATIVA";04/06/2023
41379975000150;1992-11-12;true;162899;ATIVIDADES DE APOIO A PECUARIA NAO ESPECIFICADAS ANTERIORMENTE;PRODUTOS DE AGROPECUARIA;AGROPECUARIA;65970000;PORTO FRANCO;MA;NORDESTE;SUL MARANHENSE;"ATIVA";04/06/2023
41382883000129;2021-03-19;true;8211300;SERVICOS COMBINADOS DE ESCRITORIO E APOIO ADMINISTRATIVO;SERVICOS ADMINISTRATIVOS;SERVICOS;42702400;LAURO DE FREITAS;BA;NORDESTE;METROPOLITANA DE SALVADOR;"ATIVA";04/06/2023
41386116000198;2021-03-29;true;5819100;EDICAO DE CADASTROS LISTAS E DE OUTROS PRODUTOS GRAFICOS;TELECOM;SERVICOS;21240440;RIO DE JANEIRO;RJ;SUDESTE;METROPOLITANA DO RIO DE JANEIRO;"ATIVA";04/06/2023
41387884000166;2021-03-29;true;4330404;SERVICOS DE PINTURA DE EDIFICIOS EM GERAL;INDUSTRIA DA CONSTRUCAO;CONSTRUCAO CIVIL;98270000;PEJUCARA;RS;SUL;NOROESTE RIO GRANDENSE;"ATIVA";04/06/2023
41388856000163;2021-03-29;true;5611201;RESTAURANTES E SIMILARES;SERVICOS DE ALOJAMENTO/ALIMENTACAO;SERVICOS;66033850;BELEM;PA;NORTE;METROPOLITANA DE BELEM;"ATIVA";04/06/2023
41391725000135;2021-03-29;true;5611201;RESTAURANTES E SIMILARES;SERVICOS DE ALOJAMENTO/ALIMENTACAO;SERVICOS;39402053;MONTES CLAROS;MG;SUDESTE;NORTE DE MINAS;"ATIVA";04/06/2023
41394061000168;2021-03-29;true;7319002;PROMOCAO DE VENDAS;SERVICOS PROFISSIONAIS E TECNICOS;SERVICOS;46880000;ITABERABA;BA;NORDESTE;CENTRO NORTE BAIANO;"ATIVA";04/06/2023
41394980000131;2021-03-29;true;4330404;SERVICOS DE PINTURA DE EDIFICIOS EM GERAL;INDUSTRIA DA CONSTRUCAO;CONSTRUCAO CIVIL;65058824;SAO LUIS;MA;NORDESTE;NORTE MARANHENSE;"ATIVA";04/06/2023
41395473000112;2021-03-29;true;5611201;RESTAURANTES E SIMILARES;SERVICOS DE ALOJAMENTO/ALIMENTACAO;SERVICOS;13848303;MOGI GUACU;SP;SUDESTE;CAMPINAS;"ATIVA";04/06/2023
41404547000130;2021-03-30;true;7420001;ATIVIDADES DE PRODUCAO DE FOTOGRAFIAS EXCETO AEREA E SUBMARINA;SERVICOS PROFISSIONAIS E TECNICOS;SERVICOS;40140250;SALVADOR;BA;NORDESTE;METROPOLITANA DE SALVADOR;"ATIVA";04/06/2023
41405129000167;2021-03-30;true;1013901;FABRICACAO DE PRODUTOS DE CARNE;BENS DE CONSUMO;INDUSTRIA;35182282;TIMOTEO;MG;SUDESTE;VALE DO RIO DOCE;"ATIVA";04/06/2023
41405147000149;2021-03-30;true;5611203;LANCHONETES CASAS DE CHA DE SUCOS E SIMILARES;SERVICOS DE ALOJAMENTO/ALIMENTACAO;SERVICOS;57310105;ARAPIRACA;AL;NORDESTE;AGRESTE ALAGOANO;"ATIVA";04/06/2023
41406451000100;2021-03-30;true;4930201;TRANSPORTE RODOVIARIO DE CARGA EXCETO PRODUTOS PERIGOSOS E MUDANCAS MUNICIPAL;TRANSPORTE;SERVICOS;99999999;SAO PAULO;SP;SUDESTE;METROPOLITANA DE SAO PAULO;"ATIVA";04/06/2023
41411422000137;1992-05-19;true;9420100;ATIVIDADES DE ORGANIZACOES SINDICAIS;SERVICOS DIVERSOS;SERVICOS;60055110;FORTALEZA;CE;NORDESTE;METROPOLITANA DE FORTALEZA;"ATIVA";04/06/2023
41411823000197;2021-03-30;true;5620102;SERVICOS DE ALIMENTACAO PARA EVENTOS E RECEPCOES BUFE;SERVICOS DE ALOJAMENTO/ALIMENTACAO;SERVICOS;72011904;BRASILIA;DF;CENTRO-OESTE;DISTRITO FEDERAL;"ATIVA";04/06/2023
